row_index,review_text,cleaned_review,sentiment,predicted_sentiment,prediction_confidence,is_correct,issue,matched_rules,audit_note
768,Đúng với mô tả: ddungs vs mo tar Chất lượng sản phẩm: ổn Mk thấy quạt hơi bất tiện tắt đi lại bấm số lên lại từ đầu,đúng với mô tả ddungs vs mo tar chất lượng san pham ổn mk thấy quạt hơi bất tiện tắt đi lại bấm số lên lại từ đầu,neutral,negative,0.4444163876374118,False,product_quality,,
1515,"Công dụng: mát xa Bình Tân pass 2 máy nha, ai cần inbox shopee em",công dụng mát xa bình tân pass 2 máy nha ai cần inbox shopee em,neutral,neutral,0.44571941857969344,True,spam_irrelevant,,
3796,"Công dụng: son ben mau Độ bền màu: ben Ảnh ko giống với màu , màu 23 hồng lè giao hàng nhanh nha, đánh lên màu không được đẹp 0:07",công dụng son ben mau độ bền màu ben ảnh khong giống với màu màu 23 hồng lè giao hàng nhanh nha đánh lên màu khong duoc đẹp 0 07,negative,negative,0.4466000779996315,True,product_attribute,negative_loi_hong,
4929,Hương vị: ok Bao bì/Mẫu mã: ok Sao thấy shop ghi combo upsize có ớt rim nữa mà mình nhận lại ko có 🥲 0:05,hương vị ok bao bì mẫu mã ok sao thấy shop ghi combo upsize có ớt rim nữa mà mình nhận lại khong có 0 05,neutral,neutral,0.4483483642143202,True,wrong_missing_item,negative_loi_hong,neutral_but_has_clear_negative_signal;wrong_missing_item_not_negative
4279,Mùi hương: thơm nha Dành cho da: chắc mọi loại da Công dụng: kem dưỡng trắng Dùng thấy nó hình như đen hay s ý Mới dùng được mấy lần thấy đen nên k bôi tiếp nữa Hàng lâu Tuýp nhỏ Nhìn dễ thương Thấm cũng nhanh Có gì quay lại đánh giá sau,mùi hương thơm nha dành cho da chắc mọi loại da công dụng kem dưỡng trắng dùng thấy nó hình như đen hay s ý mới dùng duoc mấy lần thấy đen nên khong bôi tiếp nữa hàng lâu tuýp nhỏ nhìn dễ thương thấm cũng nhanh có gì quay lại đánh giá sau,neutral,neutral,0.44874323339285194,True,product_quality,negative_loi_hong,neutral_but_has_clear_negative_signal
5112,Hương vị: không ngon Bao bì/Mẫu mã: đẹp,hương vị khong ngon bao bì mẫu mã đẹp,negative,positive,0.44933875380392063,False,product_quality,negative_loi_hong,
1990,Đúng với mô tả: ddungs Chất lượng sản phẩm: đúng soham đúng nhm giặt là sẽ bị xủ linh nha mdsnjdjdjdjdjd 0:22,đúng với mô tả ddungs chất lượng san pham đúng soham đúng nhm giặt là sẽ bị xủ linh nha mdsnjdjdjdjdjd 0 22,neutral,neutral,0.4505613683454315,True,product_quality,,
4171,Đúng với mô tả: đúng nha Chất liệu: bạc Màu sắc: trắng Lần trước mua đeo mà bị rơi mất nên phải mua lại vì đeo lên tai nhỏ nhỏ rất xinh nha,đúng với mô tả đúng nha chất liệu bạc màu sắc trắng lần trước mua đeo mà bị rơi mất nên phải mua lại vì đeo lên tai nhỏ nhỏ rất xinh nha,positive,positive,0.4516698345360401,True,no_issue,,
1620,Màu sắc: mongr uwas kh nch kx dokf gc f mmt qohd eubh kn e cun rh ôq gin r dukwn chh 0:11 0:12,màu sắc mongr uwas khong nch kx dokf gc f mmt qohd eubh kn e cun rh ôq gin r dukwn chh 0 11 0 12,negative,neutral,0.45182816839374845,False,product_quality,negative_loi_hong,
4662,"Bơ béo, ko ngọt, muối ruốc hành ohi ko quá mặn, ko hôi dầu, bánh tráng dẻo. Cảm ơn Shop, Shopee và nhà vận chuyển. 0:10 1 p*****i",bơ béo khong ngọt muối ruốc hành ohi khong quá mặn khong hôi dầu bánh tráng dẻo cảm ơn shop shopee và nhà vận chuyển 0 10 1 p i,positive,positive,0.4522074645657804,True,no_issue,negative_loi_hong,
3030,Chất lượng sản phẩm: pin sac nhanh het,chất lượng san pham pin sac nhanh het,negative,neutral,0.45244395257541425,False,product_quality,,
3082,"Chất lượng sản phẩm: 1* Mới đây, mẫu xe côn tay SYM VF3i 185 đã chính thức ra mắt tại thị trường Philippines với mức giá 126.800 Peso (khoảng 53 triệu đồng), tương tự, VF3i 185 cũng đã có mặt tại Malaysia và đượ",chất lượng san pham 1 mới đây mẫu xe côn tay sym vf3i 185 đã chính thức ra mắt tại thị trường philippines với mức giá 126 800 peso khoảng 53 triệu đồng tương tự vf3i 185 cũng đã có mặt tại malaysia và đượ,neutral,positive,0.45276748268637523,False,spam_irrelevant,,
4501,gnnm,gnnm,neutral,neutral,0.4536170464381995,True,spam_irrelevant,,
4396,": Để đảm bảo an toàn cho Ví, tuyệt đối KHÔNG cung cấp OTP/mật khẩu Ví MoMo, KHÔNG cho người khác sử dụng Ví, và KHÔNG thiết lập thanh toán Ví với tài khoản của người dùng khác.",để đảm bảo an toàn cho ví tuyệt đối khong cung cấp otp mật khẩu ví momo khong cho người khác sử dụng ví và khong thiết lập thanh toán ví với tài khoản của người dùng khác,neutral,negative,0.45413235825776704,False,spam_irrelevant,negative_loi_hong,neutral_but_has_clear_negative_signal
5352,Chất lượng sản phẩm: chat lương hop vơi gia tien Bao bì/Mẫu mã: mẫu mã thì ok dóng goi can than Độ tuổi sử dụng: 3-5 tuồi thi vừa 0:08,chất lượng san pham chat lương hop vơi gia tien bao bì mẫu mã mẫu mã thì ok dóng goi can than độ tuổi sử dụng 3 5 tuồi thi vừa 0 08,positive,neutral,0.45462074327183083,False,no_issue,,
561,"SP dùng ổn, cứ tưởng là camera này có đi chuyển theo chuyển động của người nhưng k phải.",san pham dùng ổn cứ tưởng là camera này có đi chuyển theo chuyển động của người nhưng khong phải,neutral,neutral,0.4553486154844695,True,product_attribute,negative_loi_hong,neutral_but_has_clear_negative_signal
2119,"Đúng với mô tả: khá đúng Màu sắc: màu trắng Chất liệu: vải sản phẩm khá mỏng , kiểu áo giống shop tư vấn ,giao hàng khá đúng hẹn",đúng với mô tả khá đúng màu sắc màu trắng chất liệu vải san pham khá mỏng kiểu áo giống shop tư vấn giao hàng khá đúng hẹn,positive,neutral,0.4560427005280053,False,product_quality,,
5069,"Mềm dẻo: banh trang mềm dẻo nha Giòn: muoois teps hành phi siêu mặn Sản phẩm: Sản phẩm chất lượng kém Mà còn toàn là tép vụn, rất ít hành phi luôn ý Nhưng bơ ngon",mềm dẻo banh trang mềm dẻo nha giòn muoois teps hành phi siêu mặn san pham san pham chất lượng kém mà còn toàn là tép vụn rất ít hành phi luôn ý nhưng bơ ngon,negative,positive,0.4567400082122479,False,product_quality,,
5168,"Mềm dẻo: banh trang mềm dẻo nha Giòn: muoois teps hành phi siêu mặn Sản phẩm: Sản phẩm chất lượng kém Mà còn toàn là tép vụn, rất ít hành phi luôn ý Nhưng bơ ngon",mềm dẻo banh trang mềm dẻo nha giòn muoois teps hành phi siêu mặn san pham san pham chất lượng kém mà còn toàn là tép vụn rất ít hành phi luôn ý nhưng bơ ngon,negative,positive,0.4567400082122479,False,product_quality,,
1032,Bóng bơm quá tay 1 chút bị nổ luôn . Chưa chơi dk tí nào . Shop giao hàng nhanh đóng gói chắc chắn. Sản phẩm chất lượng cao,bóng bơm quá tay 1 chút bị nổ luôn chua chơi duoc tí nào shop giao hàng nhanh đóng gói chắc chắn san pham chất lượng cao,negative,negative,0.45675054042275237,True,product_quality,negative_loi_hong,
1797,"Áo phông Hàn Quốc xám tiêu mang vẻ trẻ trung, năng động và dễ kết hợp. Chất vải cotton mềm, thấm hút tốt, tạo cảm giác thoải mái cả ngày. Màu xám tiêu hiện đại, phù hợp nhiều phong cách từ giản dị đến cá tính. Thích hợp mặc đi làm, đi chơi hoặc dạo phố. 0:06",áo phông hàn quốc xám tiêu mang vẻ trẻ trung năng động và dễ kết hợp chất vải cotton mềm thấm hút tốt tạo cảm giác thoải mái cả ngày màu xám tiêu hiện đại phù hợp nhiều phong cách từ giản dị đến cá tính thích hợp mặc đi làm đi chơi hoặc dạo phố 0 06,positive,neutral,0.45728042202299224,False,no_issue,negative_loi_hong,
299,"Màn hình: màn hình sắc nét chân thật, sản phẩm chính hãng, shop tư vấn nhiệt tình",màn hình màn hình sắc nét chân thật san pham chính hãng shop tư vấn nhiệt tình,positive,positive,0.45742335886849217,True,no_issue,,
1769,"Áo ổn vs giá tiền nha mọi người ơi, vải ok không dày cũng không bị mỏng quá, đường chỉ may đẹp, áo của mình nhận cũng ít có chỉ thừa. 0:06 30 m*****2",áo ổn vs giá tiền nha moi nguoi ơi vải ok khong dày cũng khong bị mỏng quá đường chỉ may đẹp áo của mình nhận cũng ít có chỉ thừa 0 06 30 m 2,positive,positive,0.45761714719340424,True,no_issue,negative_loi_hong,
1592,Chất liệu: tốt Đúng với mô tả: hơi ngắn Màu sắc: đẹp Có bảo là có thật thì em không thích thì cứ việc mua lại của thế giới là của mình thì thấy có lẽ sẽ có những cái khác nhau mà thôi kệ,chất liệu tốt đúng với mô tả hơi ngắn màu sắc đẹp có bảo là có thật thì em khong thích thì cứ việc mua lại của thế giới là của mình thì thấy có lẽ sẽ có những cái khác nhau mà thôi kệ,negative,negative,0.45869492765635383,True,product_attribute,negative_loi_hong,
3573,"Công dụng: bôi néck Dành cho da: khong bic Mùi hương: thơm Mình nghe review nên mua về bôi thử, mong là hợp với mình. Mùi thơm lắm, nghe dịu dịu thích quãi. Mình vẫn đang trong quá trình bôi thử nên kh rõ có công dụng thật khum. 0:07 3 sm9jhw4fv3",công dụng bôi néck dành cho da khong bic mùi hương thơm mình nghe review nên mua về bôi thử mong là hợp với mình mùi thơm lắm nghe dịu dịu thích quãi mình vẫn đang trong quá trình bôi thử nên khong rõ có công dụng thật khum 0 07 3 sm9jhw4fv3,positive,positive,0.4587064059943671,True,no_issue,negative_loi_hong,
4111,Công dụng: sức Dành cho da: da tốt mạnh Mùi hương: ổn Ê bây càng sức càng thâm ấy ko tốt tý nào ai bảo tốt thì mua nha,công dụng sức dành cho da da tốt mạnh mùi hương ổn ê bây càng sức càng thâm ấy khong tốt tý nào ai bảo tốt thì mua nha,negative,positive,0.45942713702213933,False,product_quality,negative_loi_hong,
3590,"Dành cho da: thâm khuỷu tay,đầu gối hay nách Mùi hương: thơm Công dụng: dưỡng trắng Thơm từ bao bì luon á Sài mà tưởng xịt nc hoa Thấy có trắng nha 0:17 1 tradau_wlove",dành cho da thâm khuỷu tay đầu gối hay nách mùi hương thơm công dụng dưỡng trắng thơm từ bao bì luon á sài mà tưởng xịt nc hoa thấy có trắng nha 0 17 1 tradau wlove,positive,positive,0.45992664094453506,True,no_issue,negative_loi_hong,
1376,Sippee dễ thương .mọi thứ đều ok 👌nhưng cái rổ bể như vậy sao xài,sippee dễ thương mọi thứ đều ok nhưng cái rổ bể như vậy sao xài,negative,negative,0.46021738061075207,True,product_quality,,
1462,"Mùi hương: ko mùi Công dụng: máy mác sa nhẹ, cảm giác tê tê như có luồn điện, với giá cả này thì ok, nhỏ gọn đơn giản dễ sài 0:09",mùi hương khong mùi công dụng máy mác sa nhẹ cảm giác tê tê như có luồn điện với giá cả này thì ok nhỏ gọn đơn giản dễ sài 0 09,negative,neutral,0.4605847923212901,False,no_issue,negative_loi_hong,
304,"Chất lượng sản phẩm: Ổn Tính năng nổi bật: Chống ồn, thiết kế lạ, pin tốt Mới đầu xài ngon nha, vừa chống ồn vừa pin lâu mà âm thanh ngon nữa. Nhm xài được 1 tháng đang thấy có vấn đề là hơi dựt dựt với hay tự tít tắt nhạc hong hỉu sao. Nch tiền nào của nấy hui 0:09",chất lượng san pham ổn tính năng nổi bật chống ồn thiết kế lạ pin tốt mới đầu xài ngon nha vừa chống ồn vừa pin lâu mà âm thanh ngon nữa nhm xài duoc 1 tháng đang thấy có vấn đề là hơi dựt dựt với hay tự tít tắt nhạc khong hỉu sao nch tiền nào của nấy hui 0 09,negative,neutral,0.46133763355549173,False,product_quality,negative_loi_hong,
3363,"Độ bền màu: 2-3h Màu 23 thì okela khỏi bàn rùi, màu 20 đỏ trầm lên môi mình hơi có ánh tím chút nhưng cũng tạm ổn. Chất son mướt, có mùi nho khá thơm 0:31",độ bền màu 2 3h màu 23 thì okela khỏi bàn rùi màu 20 đỏ trầm lên môi mình hơi có ánh tím chút nhưng cũng tạm ổn chất son mướt có mùi nho khá thơm 0 31,neutral,neutral,0.4613712867093841,True,no_issue,,
4124,"Telling myself I won't go there Oh, but I know that I won't care Tryna wash away all the blood I've spilt This lust is a burden that we both share Two sinners can't atone from a lone prayer Souls tied, intertwined by our pride and guilt There's darkness in the distance From the way that I've been livin' But I know I can't resist it",telling myself i won t go there oh but i know that i won t care tryna wash away all the blood i ve spilt this lust is a burden that we both share two sinners can t atone from a lone prayer souls tied intertwined by our pride and guilt there s darkness in the distance from the way that i ve been livin but i know i can t resist it,neutral,neutral,0.46293536928216317,True,spam_irrelevant,negative_loi_hong,neutral_but_has_clear_negative_signal
407,"Khá là ổn trong tầm giá, đặt biệt rất là nhỏ gọn... Tuy nhiên là tai nghe bass khá nhiều, và hay bị hiện tượng nhiễu tính hiệu, cho nên là nhiều lúc nghe nhạc bị khựng khựng",khá là ổn trong tầm giá đặt biệt rất là nhỏ gọn tuy nhiên là tai nghe bass khá nhiều và hay bị hiện tượng nhiễu tính hiệu cho nên là nhiều lúc nghe nhạc bị khựng khựng,neutral,neutral,0.4645411244699602,True,product_quality,,
4361,Ship nhanh đóng gói siêu cẩn thận và chỉnh chu luôn ở ngoài còn có thêm cái hộp giấy nữa nma phần đầu mài ch kĩ lắm 0:05,ship nhanh đóng gói siêu cẩn thận và chỉnh chu luôn ở ngoài còn có thêm cái hộp giấy nữa nma phần đầu mài ch kĩ lắm 0 05,neutral,positive,0.4646922603444148,False,product_quality,negative_loi_hong,neutral_but_has_clear_negative_signal
2018,"Màu sắc: đen Đúng với mô tả: ôm dáng Áo ôm dáng đỉnh, áo bị hơi ngắn vs ra nhiều bụi vải nha🤧 0:13",màu sắc đen đúng với mô tả ôm dáng áo ôm dáng đỉnh áo bị hơi ngắn vs ra nhiều bụi vải nha 0 13,positive,positive,0.4657719558821728,True,product_quality,,
4344,Khuyên này mình đeo tầm một tuần là nó ra màu vậy á. Mình mua đeo vui thì được nha 0:06,khuyên này mình đeo tầm một tuần là nó ra màu vậy á mình mua đeo vui thì duoc nha 0 06,negative,negative,0.46641345679915736,True,product_quality,negative_loi_hong,
1260,Mua 10 cái được tặng 1 cái. Đã mua 2 lần lần đầu sử dụng rất OK. Gắn 3 cây chỗi vẫn chịu được. Lần này sử dụng mới biết 0:03,mua 10 cái duoc tặng 1 cái đã mua 2 lần lần đầu sử dụng rất ok gắn 3 cây chỗi vẫn chịu duoc lần này sử dụng mới biết 0 03,neutral,positive,0.46951348403182513,False,no_issue,,
5221,"Bánh tráng dẻo ngon, đóng gói cẩn thận. Mình đánh giá nhưng không nhận được quà đâu mọi người ơi",bánh tráng dẻo ngon đóng gói cẩn thận mình đánh giá nhưng khong nhận duoc quà đâu moi nguoi ơi,positive,positive,0.46999549208687846,True,seller_service,negative_loi_hong,
5122,"Bánh tráng dẻo ngon, đóng gói cẩn thận. Mình đánh giá nhưng không nhận được quà đâu mọi người ơi",bánh tráng dẻo ngon đóng gói cẩn thận mình đánh giá nhưng khong nhận duoc quà đâu moi nguoi ơi,positive,positive,0.46999549208687846,True,seller_service,negative_loi_hong,
2634,Đúng với mô tả: đúng Đúng,đúng với mô tả đúng đúng,positive,positive,0.4704337629663599,True,no_issue,,
4797,Mềm dẻo: deo dai Giòn: gion Bánh tráng dẻo nhưng hơi dai nha. Toping tóp mỡ giòn. Tép khô thì hơi mặn. Kem bơ thì ngậy nhưng ko có vị. Tổng kết là ăn vui miệng nhưng mỏi miệng vì hơi dai. Mình mua lẻ thêm 1 lọ tóp mỡ to mới ăn đủ. Cho hơi nhiều tép khô là mặn nha. Ăn vui cho biết 0:09,mềm dẻo deo dai giòn gion bánh tráng dẻo nhưng hơi dai nha toping tóp mỡ giòn tép khô thì hơi mặn kem bơ thì ngậy nhưng khong có vị tổng kết là ăn vui miệng nhưng mỏi miệng vì hơi dai mình mua lẻ thêm 1 lọ tóp mỡ to mới ăn đủ cho hơi nhiều tép khô là mặn nha ăn vui cho biết 0 09,neutral,positive,0.4719658209552803,False,product_quality,negative_loi_hong,neutral_but_has_clear_negative_signal
1557,Máy dùng ok nma lúc mới dùng ko quen nó giật cho ting ng luôn . Mn dùng thì lên làm quen dần,máy dùng ok nma lúc mới dùng khong quen nó giật cho ting ng luôn moi nguoi dùng thì lên làm quen dần,neutral,negative,0.47219627842110395,False,product_quality,negative_loi_hong,neutral_but_has_clear_negative_signal
1339,"Giao đủ hàng, ship sớm hơn dự kiến, gói cẩn thận, tuỳ hàng hơi cũ một chút nhưng OK ko vấn đề gì",giao đủ hàng ship sớm hơn dự kiến gói cẩn thận tuỳ hàng hơi cũ một chút nhưng ok khong vấn đề gì,positive,positive,0.473774781634452,True,no_issue,negative_loi_hong,
4430,Lợi ích: giảm thâm Hương thơm: hoa dịu nhẹ Kinh nghiệm sử dụng: chưa bt trời mình ko bt hàng loại j nhưng càng sày càng thâm nha 0:56,lợi ích giảm thâm hương thơm hoa dịu nhẹ kinh nghiệm sử dụng chua binh thuong trời mình khong binh thuong hàng loại j nhưng càng sày càng thâm nha 0 56,negative,neutral,0.47420410400372764,False,product_quality,neutral_tam_binh_thuong;negative_loi_hong,negative_may_be_mild_or_neutral
617,Đóng gói ẩu. Hàng gãy dâu. Máy là lắp lại vẫn ok,đóng gói ẩu hàng gãy dâu máy là lắp lại vẫn ok,negative,negative,0.4754491825395188,True,packaging,,
3423,"Công dụng: tô môi Độ bền màu: ăn cái bánh hết son Mùi thơm , màu đáng iu, hơi hồng, dành cho bạn trẻ nha. Tui già nhìn nó cà hẩy cà hẩy sao ấy. Chung quy vẫn xinh. Qánh lên môi hồng qá sức hồng, thành ra..... 4 sao hoyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy. 0:07",công dụng tô môi độ bền màu ăn cái bánh hết son mùi thơm màu đáng iu hơi hồng dành cho bạn trẻ nha tui già nhìn nó cà hẩy cà hẩy sao ấy chung quy vẫn xinh qánh lên môi hồng qá sức hồng thành ra 4 sao hoyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy 0 07,positive,positive,0.47672374454133565,True,no_issue,negative_loi_hong,
2015,"áo xinh lắm mn ơi, nma vải hơi mỏng nha kh muốn bị lộ thì mặc màu đen ấyy hack eo cực nha cổ tim thích hợp với mấy bà tam giác ngược giống tui đó chất vải co dãn shipper nhiệt tình, keo lì tái châu, áo cũng rẻ kh biết mặc được bao lâu nma nthe cũng ổn rồi 😋😋😋😋😋😋😋😋😋😋 0:12 1 beautiful_manoke",áo xinh lắm moi nguoi ơi nma vải hơi mỏng nha khong muốn bị lộ thì mặc màu đen ấyy hack eo cực nha cổ tim thích hợp với mấy bà tam giác ngược giống tui đó chất vải co dãn shipper nhiệt tình keo lì tái châu áo cũng rẻ khong biết mặc duoc bao lâu nma nthe cũng ổn rồi 0 12 1 beautiful manoke,positive,neutral,0.4785765898415791,False,product_quality,negative_loi_hong,
3072,Giao nhanh và đóng gói kĩ. Nhưng mình lại vẫn thấy chẳng chống trộm gì cả @@. Làm theo hướng dẫn nma màn hình vẫn bị loang lỗ hic,giao nhanh và đóng gói kĩ nhưng mình lại vẫn thấy chẳng chống trộm gì cả làm theo hướng dẫn nma màn hình vẫn bị loang lỗ hic,negative,neutral,0.4792399435114118,False,product_quality,,
1144,Để đây va ko muốn nói gì thêm... trc khi đánh giá cũng ib zl cho shop 3ngay ma chưa thấy phản hồi 0:14,để đây va khong muốn nói gì thêm trc khi đánh giá cũng ib zl cho shop 3ngay ma chua thấy phản hồi 0 14,negative,neutral,0.4799743337977098,False,seller_service,negative_loi_hong,
4292,Phù hợp với loại da: Bth Mùi hương: thom Công dụng: tui Sài bị thâm Hộp bé xíu xiu à Ý là c đã khó nhưncũng không ngờ luôn,phù hợp với loại da binh thuong mùi hương thom công dụng tui sài bị thâm hộp bé xíu xiu à ý là c đã khó nhưncũng khong ngờ luôn,negative,negative,0.4801849924564475,True,product_quality,neutral_tam_binh_thuong;negative_loi_hong,negative_may_be_mild_or_neutral
264,"Ta nói shop giao hàng nhanh lắm luôn ý đặt hôm qua này đã nhận được hàng rồi ,màu xanh này có vẻ nhạt hơn so với mk nghĩ nhưng mk lại thích v hơn ,ảnh mk chụp lúc quay video bốc hàng luôn nên chưa bóc seal nè đỉnh lắm nhé 0:08",ta nói shop giao hàng nhanh lắm luôn ý đặt hôm qua này đã nhận duoc hàng rồi màu xanh này có vẻ nhạt hơn so với mk nghĩ nhưng mk lại thích v hơn ảnh mk chụp lúc quay video bốc hàng luôn nên chua bóc seal nè đỉnh lắm nhé 0 08,positive,neutral,0.4806626615195506,False,no_issue,negative_loi_hong,
5395,Xe lắp vào ok nhưng shop đóng gói hàng nêm chú ý tách riêng ra như những shop khác dễ lắp ráp hơn. Hắn dính đùm lại mà cũng ko có tờ hướng dẫn sử dụng,xe lắp vào ok nhưng shop đóng gói hàng nêm chú ý tách riêng ra như những shop khác dễ lắp ráp hơn hắn dính đùm lại mà cũng khong có tờ hướng dẫn sử dụng,neutral,negative,0.4807156349929596,False,packaging,negative_loi_hong,neutral_but_has_clear_negative_signal
713,Tính năng nổi bật: ok Đúng với mô tả: ok Chất lượng sản phẩm: quạt thì ok nhưng củ sạc bị gãy đầu chui chui sạc bị gãy,tính năng nổi bật ok đúng với mô tả ok chất lượng san pham quạt thì ok nhưng củ sạc bị gãy đầu chui chui sạc bị gãy,positive,neutral,0.4813582607732121,False,product_quality,negative_loi_hong,
289,"Uy tín, giao hàng nhanh, bọc hàng kỹ. Đặ htrc mà hsau nhận đc luôn rồi 0:07",uy tín giao hàng nhanh bọc hàng kỹ đặ htrc mà hsau nhận duoc luôn rồi 0 07,neutral,positive,0.48189968400803834,False,no_issue,,
2718,shop gói hàng kĩ và giao hàng siêu nhanh . giao đúng loại mà mình chọn . dc tặng nhiều cái linh tinh . giá rẻ hơn những chỗ khác 0:05 1 tunonguyen92,shop gói hàng kĩ và giao hàng siêu nhanh giao đúng loại mà mình chọn duoc tặng nhiều cái linh tinh giá rẻ hơn những chỗ khác 0 05 1 tunonguyen92,positive,neutral,0.48220971189589906,False,no_issue,,
5422,"Chất lượng sản phẩm: okla Độ tuổi sử dụng: trẻ con Bao bì/Mẫu mã: tạm Hình ảnh mang tính chất tham khảo nhận xu thôi.gửi hàng ko kiểm tra ốc vít,thiếu tùm lum .nt shop ko gửi bù cho mình.tự nhiên mắc thêm tiền mua ốc vít.v săn sale có ý nghĩa gì 0:06",chất lượng san pham okla độ tuổi sử dụng trẻ con bao bì mẫu mã tạm hình ảnh mang tính chất tham khảo nhận xu thôi gửi hàng khong kiểm tra ốc vít thiếu tùm lum nt shop khong gửi bù cho mình tự nhiên mắc thêm tiền mua ốc vít v săn sale có ý nghĩa gì 0 06,negative,neutral,0.4823075986104992,False,wrong_missing_item,negative_loi_hong,
3697,Đóng gói cần thận nhưng chất lượng không như quảng cáo 2/10 như miêu tả nhé. Ai mua nên cân nhắc 0:04,đóng gói cần thận nhưng chất lượng khong như quảng cáo 2 10 như miêu tả nhé ai mua nên cân nhắc 0 04,negative,negative,0.48284145266522155,True,product_attribute,negative_loi_hong,
587,"Sản phẩm dùng tốt so với tầm giá, chất lượng hình du ng f được",san pham dùng tốt so với tầm giá chất lượng hình du ng f duoc,neutral,positive,0.4835377040226333,False,no_issue,,
3367,"Mình phải thừa nhận màu lên môi mình rất là xinh nha, nhẹ nhàng tươi tắn đúng chất my lip but butter nma nma nma cực kì nhanh trôiiii, trời ơi uống có tí nước trôi hết sạch, khócccc 0:08",mình phải thừa nhận màu lên môi mình rất là xinh nha nhẹ nhàng tươi tắn đúng chất my lip but butter nma nma nma cực kì nhanh trôiiii trời ơi uống có tí nước trôi hết sạch khócccc 0 08,positive,positive,0.48398371985226823,True,no_issue,,
2193,"hmmmm mơi mặc dc 1 lan thi đã rách, noi chung tiennao cua day, chac t xui nen bị ao rach, giặt 5 lần vẫn có lông nha,mặc thi bị dính lên người ấy",hmmmm mơi mặc duoc 1 lan thi đã rách noi chung tiennao cua day chac t xui nen bị ao rach giặt 5 lần vẫn có lông nha mặc thi bị dính lên người ấy,negative,neutral,0.4844543699152429,False,product_quality,negative_loi_hong,
4774,Hương vị: 3 chai bow 2 hũ bơ muối béo 1 ruốc hành phi 1 hũ tóp mỡ 2 bịch bánh tráng 0:10,hương vị 3 chai bow 2 hũ bơ muối béo 1 ruốc hành phi 1 hũ tóp mỡ 2 bịch bánh tráng 0 10,negative,negative,0.4846830639792148,True,no_issue,,
614,"Chất lượng test thử tạm thời ok , giao hàng quá là lâu nên cho 4* thôi",chất lượng test thử tạm thời ok giao hàng quá là lâu nên cho 4 thôi,neutral,neutral,0.4858140482884022,True,shipping_delivery,,
3145,"Lợi ích: trang trí mỏ xinh Màu ở ảnh sát với màu nhìn bên ngoài hơn là video đó mng. Em 23 này thì mùi giống hệt chupachup vị dâu sữa. Da mình ngăm thiên vàng, son lên hồng hơn bình thường 0:07",lợi ích trang trí mỏ xinh màu ở ảnh sát với màu nhìn bên ngoài hơn là video đó moi nguoi em 23 này thì mùi giống hệt chupachup vị dâu sữa da mình ngăm thiên vàng son lên hồng hơn binh thuong 0 07,positive,positive,0.4872268688758127,True,no_issue,neutral_tam_binh_thuong;negative_loi_hong,positive_but_has_neutral_or_mixed_signal
1661,Đúng với mô tả: ok Chất lượng sản phẩm: ok Bút viết đẹp lắm mình sẽ không ủng hộ nữa vì quá sợ hãi rồi mk đặt thấy kiểu mang về là một hộp ai ngờ giao về 1 cái bút mà tận 40k may có mã ko là 50k sợ rồi lên lần sau sẽ ko mua nữa chú í trước khi mua nhé,đúng với mô tả ok chất lượng san pham ok bút viết đẹp lắm mình sẽ khong ủng hộ nữa vì quá sợ hãi rồi mk đặt thấy kiểu mang về là một hộp ai ngờ giao về 1 cái bút mà tận 40k may có mã khong là 50k sợ rồi lên lần sau sẽ khong mua nữa chú í trước khi mua nhé,negative,negative,0.48912004447118757,True,product_attribute,negative_loi_hong,
1455,Hơi nhỏ hơn lần trước mình giao,hơi nhỏ hơn lần trước mình giao,neutral,negative,0.4899228156455729,False,product_attribute,,
3976,Bao bì: đơn giản Kinh nghiệm sử dụng: 2 lần 1 ngày Dùng được gần tháng cảm giác như không có tác dụng. 0:04,bao bì đơn giản kinh nghiệm sử dụng 2 lần 1 ngày dùng duoc gần tháng cảm giác như khong có tác dụng 0 04,negative,neutral,0.4900333657710726,False,product_quality,negative_loi_hong,
4370,"Giao nhanh, đúng mẫu, đóng gói ok, tư vấn nhiệt tình, bạc chất lượng đó, nhưng mà loại này ko có chuôi giữ sau tai, mình mới đeo 3 ngày rớt mất tiêu huhu",giao nhanh đúng mẫu đóng gói ok tư vấn nhiệt tình bạc chất lượng đó nhưng mà loại này khong có chuôi giữ sau tai mình mới đeo 3 ngày rớt mất tiêu huhu,negative,negative,0.490160891018768,True,product_attribute,negative_loi_hong,
2456,Đặt màu xám nhưng shop giao màu đen,đặt màu xám nhưng shop giao màu đen,negative,negative,0.49144483457525295,True,product_attribute,,
3648,Công dụng: giảm thâm Phù hợp với loại da: mọi loại da Mùi hương: nhẹ Chưa dùng chưa biết kết quả. Giao hàng cũng nhanh . Giá cả ổn nếu dùng sẽ tiếp tục ủng hộ shop 0:08,công dụng giảm thâm phù hợp với loại da mọi loại da mùi hương nhẹ chua dùng chua biết kết quả giao hàng cũng nhanh giá cả ổn nếu dùng sẽ tiếp tục ủng hộ shop 0 08,neutral,neutral,0.4919027842927243,True,no_issue,negative_loi_hong,neutral_but_has_clear_negative_signal
