row_index,old_sentiment,new_sentiment,reason,issue,review_text,cleaned_review
2756,neutral,negative,serious_negative_issue,product_quality,Chất lượng: bth Độ bền: bình thường thôi Tao mua của shop này chắc 34 lần rồi nhưng mà kiểu như nó vẫn bảo vệ điện thoại không bị vỡ nhưng mà nó rất hay bị vỡ cái miếng cường lực ấy nên lần này tao thử đổi lại này thấy cũng cứng cáp Ý là dán lên nhìn nó đẹp hơn mấy cái trước thì phải Mong là nó sẽ không nhanh vỡ ￼ 0:04,chất lượng bth độ bền bình thường thôi tao mua của shop này chắc 34 lần rồi nhưng mà kiểu như nó vẫn bảo vệ điện thoại khong bị vỡ nhưng mà nó rất hay bị vỡ cái miếng cường lực ấy nên lần này tao thử đổi lại này thấy cũng cứng cáp ý là dán lên nhìn nó đẹp hơn mấy cái trước thì phải mong là nó sẽ khong nhanh vỡ
2759,neutral,negative,serious_negative_issue,product_quality,Chất lượng: de dan nhung co duong vien den kho chiu Độ bền: sai on nhung ko chac lam rot cung be nhu thương giao hàng nhanh chất lượng sản phẩm okay đóng gói sản pham chac chan . điem trừ cho cai viền đen 0:04,chất lượng de dan nhung co duong vien den kho chiu độ bền sai on nhung khong chac lam rot cung be nhu thương giao hàng nhanh chất lượng sản phẩm okay đóng gói sản pham chac chan điem trừ cho cai viền đen
2766,neutral,negative,serious_negative_issue,product_quality,"Chất lượng sản phẩm: bình thường Đúng với mô tả: đúng mô tả shop đóng gói cẩn thận, giao hàng nhanh. sản phẩm không phù hợp với bản thân. nên dán xong bóc ra luôn.",chất lượng sản phẩm bình thường đúng với mô tả đúng mô tả shop đóng gói cẩn thận giao hàng nhanh sản phẩm khong phù hợp với bản thân nên dán xong bóc ra luôn
2771,neutral,negative,serious_negative_issue,product_attribute,"Sao đặt cái loại màu cam mà giao loại kingkong glass ??? , cái hộp bên ngoài bị móp hên bên trong kh bị trầy hay bể gì, cũng ??? Mà thui okkk giá rẻ, có cho khăn để lau nha 1:01",sao đặt cái loại màu cam mà giao loại kingkong glass sao sao sao cái hộp bên ngoài bị móp hên bên trong khong bị trầy hay bể gì cũng sao sao sao mà thui okkk giá rẻ có cho khăn để lau nha
2782,neutral,negative,serious_negative_issue,product_quality,Hộp phụ kiện đầy đủ giao nhanh. Nhưng mà sao cái miếng lấy bụi nó cứ bị sai sai thế nào ý nhô cả ra ngoài phần viền để ốp ĐT vào,hộp phụ kiện đầy đủ giao nhanh nhưng mà sao cái miếng lấy bụi nó cứ bị sai sai thế nào ý nhô cả ra ngoài phần viền để ốp đt vào
2792,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Đúng với mô tả: đúng Chất lượng sản phẩm: ok Hình ảnh và video mang tính chất nhận xu,sp đóng gói cẩn thận,còn sản phẩm khá ưng gía rẻ",đúng với mô tả đúng chất lượng sản phẩm ok hình ảnh và video mang tính chất nhận xu san pham đóng gói cẩn thận còn sản phẩm khá ưng gía rẻ
2797,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Đúng với mô tả: được Chất lượng sản phẩm: được Đánh giá mang tính chất nhận xu nhưng mà chất lương jsanr phẩm cũng được, mua cho shop vui đó",đúng với mô tả duoc chất lượng sản phẩm duoc đánh giá mang tính chất nhận xu nhưng mà chất lương jsanr phẩm cũng duoc mua cho shop vui đó
2807,neutral,negative,serious_negative_issue,product_quality,Thử làm theo video nhưng kh dc phsir tự gỡ ra dán vô nên thấy cũng không tiện lắm 0:04,thử làm theo video nhưng khong duoc phsir tự gỡ ra dán vô nên thấy cũng khong tiện lắm
2809,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Chưa dùng nên chưa biết chất lượng sao nhưng khâu đóng gói chỉnh chu nha, nhiều quà đi kèm. 0:08",chưa dùng nên chưa biết chất lượng sao nhưng khâu đóng gói chỉnh chu nha nhiều quà đi kèm
2813,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,"Cũng tạm. Gói hàng cẩn thận, có kèm quà, trông như đồ giá trị í. Dán cũng dễ và k để lại bọt khí. Tuy nhiên là chống trộm như không. Nghiêng bao nhiêu cũng vẫn thấy chỉ là tối hơn và mờ nhạt hơn thôi. Nhìn từ xa cũng thấy",cũng tạm gói hàng cẩn thận có kèm quà trông như đồ giá trị í dán cũng dễ và khong để lại bọt khí tuy nhiên là chống trộm như khong nghiêng bao nhiêu cũng vẫn thấy chỉ là tối hơn và mờ nhạt hơn thôi nhìn từ xa cũng thấy
2815,negative,neutral,received_or_not_used_or_reward_review,product_quality,Chất lượng: chua dùng ko bt Độ bền: caầm khá chắc tay Đơn hàng bên ngoài khui ra bị ước có mùi hôi nhưng hên bên trong ko ảnh hưởng,chất lượng chua dùng khong bt độ bền caầm khá chắc tay đơn hàng bên ngoài khui ra bị ước có mùi hôi nhưng hên bên trong khong ảnh hưởng
2816,neutral,negative,serious_negative_issue,product_quality,"Nhìn nghiêng từ 2 bên chỉ bị tối lại thôi,nhìn thẳng thì độ sắc nét của đt bị giảm 1 tí,dù hơi thất vọng 1 xíu nhưng tầm giá như này khá ổn r",nhìn nghiêng từ 2 bên chỉ bị tối lại thôi nhìn thẳng thì độ sắc nét của đt bị giảm 1 tí dù hơi thất vọng 1 xíu nhưng tầm giá như này khá ổn r
2861,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,Chất lượng sản phẩm: được Đúng với mô tả: đúng Ốp nhìn xinh. Thấy giá như này cũng ok. Dùng 1 thời gian không biết có bị dính dính như mấy kia ko 0:11 5 z_km2b46mu,chất lượng sản phẩm duoc đúng với mô tả đúng ốp nhìn xinh thấy giá như này cũng ok dùng 1 thời gian khong biết có bị dính dính như mấy kia khong
2862,neutral,negative,serious_negative_issue,spam_irrelevant,"@All 🎃 THÔNG BÁO VỀ KẾ HOẠCH TỔ CHỨC HALLOWEEN 2025 – “LÀNG SÓI FIB” 🎃 Khoa Tài chính – Ngân hàng sẽ tổ chức sự kiện Halloween 2025 với chủ đề “Làng Sói FIB” vào ngày 28/10/2025 (từ 17h30–20h30) tại các phòng P604–P608 GĐ2. 📌 Đề nghị các lớp phổ biến tới sinh viên để phân bổ số lượng sinh viên tham gia và chuẩn bị đội thi. - Cuộc thi làng sói FIB - Cuộc thi Hóa trang - Cuộc thi video Online 💬 Chi tiết nội dung, thể lệ trò chơi và cơ cấu giải thưởng xem trong file kế hoạch đính kèm. 🎭 Hứa hẹn sẽ là một buổi tiệc hoá trang và trò chơi cực kỳ hấp dẫn – nơi mỗi bạn sinh viên có thể “cháy hết mình” và cùng tạo nên một đêm Halloween đáng nhớ! Trân trọng, BCH LCĐ Khoa Tài chính – Ngân hàng NOTE: Bí thư mỗi chi đoàn thả react vào post này để xác nhận đã nắm rõ thông tin về sự kiện 0:06",all thông báo về kế hoạch tổ chức halloween 2025 làng sói fib khoa tài chính ngân hàng sẽ tổ chức sự kiện halloween 2025 với chủ đề làng sói fib vào ngày 28 10 2025 từ 17h30 20h30 tại các phòng p604 p608 gđ2 đề nghị các lớp phổ biến tới sinh viên để phân bổ số lượng sinh viên tham gia và chuẩn bị đội thi cuộc thi làng sói fib cuộc thi hóa trang cuộc thi video online chi tiết nội dung thể lệ trò chơi và cơ cấu giải thưởng xem trong file kế hoạch đính kèm hứa hẹn sẽ là một buổi tiệc hoá trang và trò chơi cực kỳ hấp dẫn nơi mỗi bạn sinh viên có thể cháy hết mình và cùng tạo nên một đêm halloween đáng nhớ trân trọng bch lcđ khoa tài chính ngân hàng note bí thư mỗi chi đoàn thả react vào post này để xác nhận đã nắm rõ thông tin về sự kiện
2922,neutral,negative,serious_negative_issue,product_quality,"Đóng gói sản phẩm chắc chắn đẹp. Theo mình thấy thì dán lúc kéo miếng lấy bụi như clip quảng cáo cáo hơi khó và bị vướng, không biết có bị trầy cái màn hình ko. Dán xong thì vẫn còn bọt khí li ti nhưng không đáng kể. Mình đè hoài cho mất đi thì không hết được. Tại mình lần đầu tiên mua và sử dụng. Còn về chức năng chống nhìn trộm thì mình thấy nếu người ngồi kế bên mình nhìn thì vẫn có thể thấy được chứ không hoàn toàn màn hình màu đen như quảng cáo 0:14",đóng gói sản phẩm chắc chắn đẹp theo mình thấy thì dán lúc kéo miếng lấy bụi như clip quảng cáo cáo hơi khó và bị vướng khong biết có bị trầy cái màn hình khong dán xong thì vẫn còn bọt khí li ti nhưng khong đáng kể mình đè hoài cho mất đi thì khong hết duoc tại mình lần đầu tiên mua và sử dụng còn về chức năng chống nhìn trộm thì mình thấy nếu người ngồi kế bên mình nhìn thì vẫn có thể thấy duoc chứ khong hoàn toàn màn hình màu đen như quảng cáo
2925,neutral,negative,serious_negative_issue,product_quality,Kính cường lực giao nhanh đóng gói kỹ nhưng khi làm rớt 1 lần thì bể nát 0:06,kính cường lực giao nhanh đóng gói kỹ nhưng khi làm rớt 1 lần thì bể nát
2926,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Chất lượng sản phẩm: cuong luc dien thoai Đúng với mô tả: đúng với sản phẩm giao hàng ok , review mang tính chất nhận xu 😅, nói chung ok ạ , có kèm nhiều quà tặng 0:08",chất lượng sản phẩm cuong luc dien thoai đúng với mô tả đúng với sản phẩm giao hàng ok review mang tính chất nhận xu nói chung ok ạ có kèm nhiều quà tặng
2931,neutral,negative,serious_negative_issue,product_quality,"Chất lượng sản phẩm: bất ổn mua thử dùng thiệt, rớt nhẹ nhàng, có ốp lưng sẵn mà bể nát hết màng hình, tui mới dùng đc 1 ngày thôi đó Đt mình rớt mạng là sim ko tính hiệu rồi Này đt còn sóng bt mà cường lực đã nát r Được cái lúc tháo ra thì rất dẻo nhé 0:12",chất lượng sản phẩm bất ổn mua thử dùng thiệt rớt nhẹ nhàng có ốp lưng sẵn mà bể nát hết màng hình tui mới dùng duoc 1 ngày thôi đó đt mình rớt mạng là sim khong tính hiệu rồi này đt còn sóng bt mà cường lực đã nát r duoc cái lúc tháo ra thì rất dẻo nhé
2938,neutral,negative,serious_negative_issue,product_attribute,"Hình ảnh chỉ mang tính chất lấy xu, giao hàng nhanh. Shop cho theo nhiều phụ kiện. Nhưng quan trọng là ace phải vệ sinh thật kỹ màn hình trước khi dán vào. Không như clip trên đau nhé. Không vệ sinh lại mà cứ thế dán vào là một trời bông bống.",hình ảnh chỉ mang tính chất lấy xu giao hàng nhanh shop cho theo nhiều phụ kiện nhưng quan trọng là ace phải vệ sinh thật kỹ màn hình trước khi dán vào khong như clip trên đau nhé khong vệ sinh lại mà cứ thế dán vào là một trời bông bống
2945,neutral,negative,serious_negative_issue,product_quality,Mua 2c. Test 1 cái! Bẻ cong hơn 45 độ 1 xíu đã nứt ( không như trong quảng cáo ) Được cái shop nhiệt tình,mua 2c test 1 cái bẻ cong hơn 45 độ 1 xíu đã nứt khong như trong quảng cáo duoc cái shop nhiệt tình
2958,negative,neutral,received_or_not_used_or_reward_review,product_attribute,"Sản phẩm nhận về k giống như video (có 2 ốp nhựa ép vào nhau, mở hàng thì thấy có 1 miếng nhựa). Cảm nhận ban đầu thấy cảm ứng it nhạy hơn tí, thấy hơi mỏng, độ bền thì để dùng rồi đánh giá sau",sản phẩm nhận về khong giống như video có 2 ốp nhựa ép vào nhau mở hàng thì thấy có 1 miếng nhựa cảm nhận ban đầu thấy cảm ứng it nhạy hơn tí thấy hơi mỏng độ bền thì để dùng rồi đánh giá sau
2959,neutral,negative,serious_negative_issue,spam_irrelevant,"CHÁU NỘI CHI 5 TRIỆU ĐỂ THUÊ BẠN TỪ TÂY NINH RA HƯNG YÊN CÙNG THAM GIA GÂY ÁN Do bị bà nội thường xuyên la mắng vì ham chơi, lười học, thường đi chơi khuya nên T. đã nảy ý định sát hại bà. Nghĩ là làm, T. liên hệ vs 1 người bạn qua game tên B., thuê người này thực hiện kế hoạch với giá 5 triệu đồng và đồng thời T. sẽ lo toàn bộ chi phí đi lại, ăn uống. Sau khi gây án, B. lấy xe máy của bà L. bỏ đi, còn T. châm lửa đốt bếp và nhà nhằm xóa hiện trường rồi ra quán nét ngồi. Nguồn: Dân Việt",cháu nội chi 5 triệu để thuê bạn từ tây ninh ra hưng yên cùng tham gia gây án do bị bà nội thường xuyên la mắng vì ham chơi lười học thường đi chơi khuya nên t đã nảy ý định sát hại bà nghĩ là làm t liên hệ voi 1 người bạn qua game tên b thuê người này thực hiện kế hoạch với giá 5 triệu đồng và đồng thời t sẽ lo toàn bộ chi phí đi lại ăn uống sau khi gây án b lấy xe máy của bà l bỏ đi còn t châm lửa đốt bếp và nhà nhằm xóa hiện trường rồi ra quán nét ngồi nguồn dân việt
2968,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,Chất lượng sản phẩm: bình thường Đúng với mô tả: đúng với mô tả Cường lực rơi nhẹ cái đã vỡ r chất lượng bt 0:04,chất lượng sản phẩm bình thường đúng với mô tả đúng với mô tả cường lực rơi nhẹ cái đã vỡ r chất lượng bt
2978,neutral,negative,serious_negative_issue,product_quality,"Sản phẩm tốt, dễ dán, tuy nhiên mỏng, rất dễ bị vỡ, gãy khi chạm,",sản phẩm tốt dễ dán tuy nhiên mỏng rất dễ bị vỡ gãy khi chạm
2984,neutral,negative,serious_negative_issue,spam_irrelevant,"Chất lượng sản phẩm: nnrnene Đúng với mô tả: rkrnrndnne 🌸CÔNG BỐ KẾT QUẢ CUỘC THI Sau nhiều ngày diễn ra sôi nổi, cuộc thi đã nhận được hàng chục bài dự thi với những tấm thiệp, lời nhắn gửi vô cùng chân thành và cảm xúc.",chất lượng sản phẩm nnrnene đúng với mô tả rkrnrndnne công bố kết quả cuộc thi sau nhiều ngày diễn ra sôi nổi cuộc thi đã nhận duoc hàng chục bài dự thi với những tấm thiệp lời nhắn gửi vô cùng chân thành và cảm xúc
2991,neutral,negative,serious_negative_issue,product_quality,Đúng với mô tả: khi mua sản phẩm bị bể miếng ốp nhựa . cũng may khong bể tấm kính cường lực,đúng với mô tả khi mua sản phẩm bị bể miếng ốp nhựa cũng may khong bể tấm kính cường lực
3061,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,"Đúng với mô tả: dung Chất lượng sản phẩm: binh thuong Tưởng kính tam 50k thì sẽ xịn hơn mà mua về 1 tuần thì dễ xước mặt, còn bám vân tay kinh, không nên mua phí tiền 1 huyvuong081",đúng với mô tả dung chất lượng sản phẩm binh thuong tưởng kính tam 50k thì sẽ xịn hơn mà mua về 1 tuần thì dễ xước mặt còn bám vân tay kinh khong nên mua phí tiền 1 huyvuong081
3088,neutral,negative,serious_negative_issue,product_quality,"kính ok nhma có để lời nhắn xin 1 keo dán viền mà lại không cho, keo đó cũng không đáng bao nhiêu, t xài 16 dán nó không hít vào viền",kính ok nhma có để lời nhắn xin 1 keo dán viền mà lại khong cho keo đó cũng khong đáng bao nhiêu t xài 16 dán nó khong hít vào viền
3090,neutral,negative,serious_negative_issue,product_quality,Ko phù hợp cho nhà có trẻ em vì khi kính vỡ nó vụn bé có thể dẫm hoắc sờ phải,khong phù hợp cho nhà có trẻ em vì khi kính vỡ nó vụn bé có thể dẫm hoắc sờ phải
3123,neutral,negative,serious_negative_issue,product_attribute,Lợi ích: quánh zô cái mỏ Mẹo: ko nên bặm môi nha Hình trên là màu son ở ngoài luôn nhé Mình thấy Hồng hơn trên hình 1 xí Cá nhân mình thấy màu này tint sẽ lì hơn 23 nhá tại tin màu Hồng ik Mn nên đi kèm thêm chút má Hồng để hợp hơn nha Ai muốn tự nhiên dễ dùng thì mình recommend màu 23 hơn nhaaaa Video trên là mình mix thêm màu 28 nhé 0:20,lợi ích quánh zô cái mỏ mẹo khong nên bặm môi nha hình trên là màu son ở ngoài luôn nhé mình thấy hồng hơn trên hình 1 xí cá nhân mình thấy màu này tint sẽ lì hơn 23 nhá tại tin màu hồng ik moi nguoi nên đi kèm thêm chút má hồng để hợp hơn nha ai muốn tự nhiên dễ dùng thì mình recommend màu 23 hơn nhaa video trên là mình mix thêm màu 28 nhé
3130,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,"Công dụng: oánh cho đôi môi bớt thâm nè Độ bền màu: bền nếu ko ăn uống j nhiều khỏi phải noái nhiều vì nhỏ này quá nổi rồi. màu tự nhiên vch xinh ơi là xinh luôn, lên môi mình thì khá sát với ảnh mẫu của hãng nhưng chắc cũng tùy tone da mn mà màu sẽ khác ý. mùi thơm lắm kiểu kẹo cao su hoa quả ý. về độ bền thì để nó bình thường ko động gì vào thì sẽ bền, còn ăn uống nhiều thì sure kèo là sẽ bay hết òi 0:11",công dụng oánh cho đôi môi bớt thâm nè độ bền màu bền nếu khong ăn uống j nhiều khỏi phải noái nhiều vì nhỏ này quá nổi rồi màu tự nhiên vch xinh ơi là xinh luôn lên môi mình thì khá sát với ảnh mẫu của hãng nhưng chắc cũng tùy tone da moi nguoi mà màu sẽ khác ý mùi thơm lắm kiểu kẹo cao su hoa quả ý về độ bền thì để nó bình thường khong động gì vào thì sẽ bền còn ăn uống nhiều thì sure kèo là sẽ bay hết òi
3148,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,"Công dụng: sonn Độ bền màu: lâu trôi lắm nho mùi như kẹo dâu ó , đánh đi học k lo bị giám thị bắt nhaa.mấy bà nào thích sd màu nhẹ nhàng nữ tính , đi học k quá nổi bật thì rcm mấy bà sd màu 24 nha. còn màu 23 thì đi chơi , đi tiệc thì ok hơn íiiii . Mùi siu thơm luôn , đảm bảo cr bao mê =))) 0:04",công dụng sonn độ bền màu lâu trôi lắm nho mùi như kẹo dâu ó đánh đi học khong lo bị giám thị bắt nhaa mấy bà nào thích sd màu nhẹ nhàng nữ tính đi học khong quá nổi bật thì rcm mấy bà sd màu 24 nha còn màu 23 thì đi chơi đi tiệc thì ok hơn íii mùi siu thơm luôn đảm bảo cr bao mê
3151,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Sp có tem, có phụ đề t.việt (vì hàng nhập nên có phụ đề là hàng đã qua kiểm duyệt, sử dụng rất yên tâm), check code đc, màu lên rất ưng ý, còn bền màu hk thì chưa thử trực tiếp trên môi nên chưa cảm nhận đc rõ. Nhưng bao bì & cả thỏi son nhìn rất sạch sẽ ạ. Cảm ơn shop 0:21",san pham có tem có phụ đề t việt vì hàng nhập nên có phụ đề là hàng đã qua kiểm duyệt sử dụng rất yên tâm check code duoc màu lên rất ưng ý còn bền màu hk thì chưa thử trực tiếp trên môi nên chưa cảm nhận duoc rõ nhưng bao bì cả thỏi son nhìn rất sạch sẽ ạ cảm ơn shop
3154,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,"Độ bền màu: ổn Công dụng: son Nhận đúng hàng, đóng gói cũng oki. Chất tint mỏng nhẹ màu cũng xinh nữa, ưng sale còn 147k nên cũng ok. Sau khi trôi son vẫn để lớp tint khá đẹp nên độ bám em này cũng đc 4.5 sao",độ bền màu ổn công dụng son nhận đúng hàng đóng gói cũng oki chất tint mỏng nhẹ màu cũng xinh nữa ưng sale còn 147k nên cũng ok sau khi trôi son vẫn để lớp tint khá đẹp nên độ bám em này cũng duoc 4 5 sao
3182,neutral,negative,serious_negative_issue,spam_irrelevant,"trên xuống dưới, lộ ra vẻ mặt xấu xa: “Xem ra muội muội sống không được tốt lắm, gầy gò nhiều như vậy, không bằng thử xem có chịu được một đấm của ta không?” Vệ Vân Lãng vội vàng tiến lên một bước, che chở Diêu Thanh Uyển ở phía sau: “Diêu Thanh Gia, ngươi chỉ là một con nhóc mà thôi, đừng quá kiêu ngạo!” “Ô, đây không phải là Vệ tướng quân sao? Gần đây ngươi thế nào? Có đi thanh lâu gặp các cô nương nữa không?” Sắc mặt hắn cứng đờ, hoảng hốt liếc nhìn Diêu Thanh Uyển, giải thích: “Thanh Uyển, ta được một người đồng liêu mời đến, gặp dịp thì chơi thôi…” truyện được edit và đăng chính chủ tại trichtinhlau.com, bản đăng web khác đều là ăn cắp. “A, đúng, đúng, chỉ là gặp dịp thì chơi mà thôi. Cũng là đồng liêu giúp ngươi gọi cô nương, đồng liêu giúp ngươi c ởi quần áo.” Diêu Thanh Uyển cắn môi: “Tỷ, dù thế nào tỷ cũng là nữ tử, sao có thể ăn nói t hô tục không chịu nổi như vậy.” “Đương nhiên là không thể so với Diêu tiểu thư cao quý không vụ lợi, biết đối nhân xử thế được rồi. Không danh không 0:14",trên xuống dưới lộ ra vẻ mặt xấu xa xem ra muội muội sống khong duoc tốt lắm gầy gò nhiều như vậy khong bằng thử xem có chịu duoc một đấm của ta khong sao vệ vân lãng vội vàng tiến lên một bước che chở diêu thanh uyển ở phía sau diêu thanh gia ngươi chỉ là một con nhóc mà thôi đừng quá kiêu ngạo ô đây khong phải là vệ tướng quân sao sao gần đây ngươi thế nào sao có đi thanh lâu gặp các cô nương nữa khong sao sắc mặt hắn cứng đờ hoảng hốt liếc nhìn diêu thanh uyển giải thích thanh uyển ta duoc một người đồng liêu mời đến gặp dịp thì chơi thôi truyện duoc edit và đăng chính chủ tại trichtinhlau com bản đăng web khác đều là ăn cắp a đúng đúng chỉ là gặp dịp thì chơi mà thôi cũng là đồng liêu giúp ngươi gọi cô nương đồng liêu giúp ngươi c ởi quần áo diêu thanh uyển cắn môi tỷ dù thế nào tỷ cũng là nữ tử sao có thể ăn nói t hô tục khong chịu nổi như vậy đương nhiên là khong thể so với diêu tiểu thư cao quý khong vụ lợi biết đối nhân xử thế duoc rồi khong danh khong
3187,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,"Công dụng: tốt Màu cũng đẹp , chất lượng phù hợp với giá tiền . Đóng gói và giao hàng nhanh . Thanks you. Cam on ca nha nhieu lam a. Minh viet nhieu cho du ki tu thoi ạ 0:05",công dụng tốt màu cũng đẹp chất lượng phù hợp với giá tiền đóng gói và giao hàng nhanh thanks you cam on ca nha nhieu lam a minh viet nhieu cho du ki tu thoi ạ
3232,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,Ui màu lên xinh vãi luôn í ạ mê màu này lắm mùi cũng thơm độ lì thì cũng tàm tạm mềm môi lắm ko bị khô đâu ạ 0:11,ui màu lên xinh vãi luôn í ạ mê màu này lắm mùi cũng thơm độ lì thì cũng tàm tạm mềm môi lắm khong bị khô đâu ạ
3253,positive,neutral,received_or_not_used_or_reward_review,no_issue,Giao hàng nhanh - tư vấn nhiệt tình - 10 điểm không có nhưng - sau khi dùng sẽ quay lại sửa đánh giá sau - khách hàng thân thiết vote 5 sao,giao hàng nhanh tư vấn nhiệt tình 10 điểm khong có nhưng sau khi dùng sẽ quay lại sửa đánh giá sau khách hàng thân thiết vote 5 sao
3276,negative,neutral,mixed_or_mild_issue_neutral_overall,wrong_missing_item,"Mua cường lực chống nhìn trộm, mà giao cường lực ko chống nhìn trộm, cường lực như bình thường à 0:04",mua cường lực chống nhìn trộm mà giao cường lực khong chống nhìn trộm cường lực như bình thường à
3278,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,"Chất lượng sản phẩm: Kém chất lượng Đúng với mô tả: Không Quá dỏm, tiền nào của nấy. xài rất đau mắt 0:34",chất lượng sản phẩm kém chất lượng đúng với mô tả khong quá dỏm tiền nào của nấy xài rất đau mắt
3305,negative,neutral,mixed_or_mild_issue_neutral_overall,wrong_missing_item,Đặt mua chống nhìn trộm mà giao bình thường. Vãi,đặt mua chống nhìn trộm mà giao bình thường vãi
3315,neutral,negative,serious_negative_issue,no_issue,"Son lên màu chắc tuỳ sắc tố môi, lên môi mình màu hồng như này, kiểu màu mlbb, chất đánh thích nhưng không có vị ngọt ngọt như các ver khác trong dòng romand. Học sinh sinh viên thích màu nhẹ nhàng tự nhiên có thể tham khảo 0:05",son lên màu chắc tuỳ sắc tố môi lên môi mình màu hồng như này kiểu màu mlbb chất đánh thích nhưng khong có vị ngọt ngọt như các ver khác trong dòng romand học sinh sinh viên thích màu nhẹ nhàng tự nhiên có thể tham khảo
3318,positive,neutral,received_or_not_used_or_reward_review,no_issue,Kinh nghiệm sử dụng: dễ thoa và dễ tán Hiệu ứng làm đẹp: tạo màu Son lên màu đẹp độ bền màu thì m chưa biết thoa lên môi dễ tán và mướt màu son m khá là thiccc 0:21,kinh nghiệm sử dụng dễ thoa và dễ tán hiệu ứng làm đẹp tạo màu son lên màu đẹp độ bền màu thì m chưa biết thoa lên môi dễ tán và mướt màu son m khá là thiccc
3321,neutral,negative,serious_negative_issue,no_issue,"Kinh nghiệm sử dụng: mình là một ng da ngăm, môi tái( trắng bợt), môi thâm viền(kh che khuyết điểm) nên mình đánh chồng nhiều lớp từ 3-4 lớp. Tầm vài phút đầu thì ra màu cam hồng đất, sau trên nền môi mình thì nó đổi màu thiên hồng nhiều hơn(ngoài đời nhìn màu đậm hơn trên ảnh xíu nhé). Tuỳ sắc tố môi mà màu lên khác nhau nhé mn. Cách đánh son mn có thể tham khảo thử cách đánh son bóng của a Yeah I’m Lio trên ytb. Hiệu ứng làm đẹp: bóng môi, làm môi nhìn căng mọng Làm đẹp: hợp mọi nền da, kh làm dìm men răng cũng kh tôn men răng 0:14",kinh nghiệm sử dụng mình là một ng da ngăm môi tái trắng bợt môi thâm viền khong che khuyết điểm nên mình đánh chồng nhiều lớp từ 3 4 lớp tầm vài phút đầu thì ra màu cam hồng đất sau trên nền môi mình thì nó đổi màu thiên hồng nhiều hơn ngoài đời nhìn màu đậm hơn trên ảnh xíu nhé tuỳ sắc tố môi mà màu lên khác nhau nhé moi nguoi cách đánh son moi nguoi có thể tham khảo thử cách đánh son bóng của a yeah i m lio trên ytb hiệu ứng làm đẹp bóng môi làm môi nhìn căng mọng làm đẹp hợp mọi nền da khong làm dìm men răng cũng khong tôn men răng
3334,neutral,negative,serious_negative_issue,no_issue,Độ bền màu: để lại lớp tint lì lì Công dụng: cho môi hết thâm cho môi đỏ Màu sẽ ánh hồng đỏ hơn trên hình 0:42,độ bền màu để lại lớp tint lì lì công dụng cho môi hết thâm cho môi đỏ màu sẽ ánh hồng đỏ hơn trên hình
3335,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,"Công dụng: làm đẹp cho môi Độ bền màu: khoảng 2 tiếng lần đầu dùng son, chưa có cái nhìn khách quan được. nhưng cảm nhận đầu tiên là thơm mùi trái cây, hàng đóng gói kĩ, đẹp 0:06",công dụng làm đẹp cho môi độ bền màu khoảng 2 tiếng lần đầu dùng son chưa có cái nhìn khách quan duoc nhưng cảm nhận đầu tiên là thơm mùi trái cây hàng đóng gói kĩ đẹp
3337,positive,neutral,received_or_not_used_or_reward_review,no_issue,Độ bền màu: chưa biết Công dụng: son môi Shop đóng gói kỹ lưỡng giao hàng đúng mẫu mã còn vài độ bền hay chất lượng sản phẩm tại xài một thời gian nếu chất lượng sản phẩm ok sẽ quay lại ủng hộ cho shop tiếp tục mình cho shop bốn 🌟 0:06,độ bền màu chưa biết công dụng son môi shop đóng gói kỹ lưỡng giao hàng đúng mẫu mã còn vài độ bền hay chất lượng sản phẩm tại xài một thời gian nếu chất lượng sản phẩm ok sẽ quay lại ủng hộ cho shop tiếp tục mình cho shop bốn
3344,positive,neutral,received_or_not_used_or_reward_review,no_issue,Độ bền màu: khá ok Công dụng: tô môi đó tr ơi Mới đặt hôm 17 mà 19 tới nơi r nhanh quãi Vào chị diệp lê official săn vs giá 117k thì cx rẻ hơn so vs bên ngoài Màu eat dotori phù hợp cho mấy bà da ngăm môi thâm Mua dùng thử nha mn,độ bền màu khá ok công dụng tô môi đó tr ơi mới đặt hôm 17 mà 19 tới nơi r nhanh quãi vào chị diệp lê official săn voi giá 117k thì cx rẻ hơn so voi bên ngoài màu eat dotori phù hợp cho mấy bà da ngăm môi thâm mua dùng thử nha moi nguoi
