synthetic_id,page,review_text,cleaned_review,sentiment,issue,source
neutral_gen_0262,0,"Hàng nhận đủ, không có gì để nhận xét nhiều, chưa dùng thực tế đánh giá tạm vậy",hàng nhận đủ khong có gì để nhận xét nhiều chưa dùng thực tế đánh giá tạm vậy,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0263,0,"Không biết viết gì, hàng mới nhận nên để vậy trước 0:10",khong biết viết gì hàng mới nhận nên để vậy trước 0 10,neutral,spam_irrelevant,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0264,0,"Đã nhận mũ, đủ số lượng, để dùng thêm rồi đánh giá sau",đã nhận mũ đủ số lượng để dùng thêm rồi đánh giá sau,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0265,0,mình ghi nhận đã nhận hàng nha,mình ghi nhận đã nhận hàng nha,neutral,spam_irrelevant,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0266,0,"hàng mới tới, hiện tại thấy tạm ổn, chưa test kỹ nên tạm đánh giá vậy tạm để 4 sao thôi",hàng mới tới hiện tại thấy tạm ổn chưa test kỹ nên tạm đánh giá vậy tạm để 4 sao thôi,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0267,0,"Đã nhận khăn, đủ số lượng, mình sẽ cập nhật nếu có vấn đề đánh giá tạm vậy thôi",đã nhận khăn đủ số lượng mình sẽ cập nhật nếu có vấn đề đánh giá tạm vậy thôi,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0268,0,"Hộp nhận được hơi móp nhẹ, sản phẩm bên trong nhìn vẫn bình thường ạ",hộp nhận duoc hơi móp nhẹ sản phẩm bên trong nhìn vẫn bình thường ạ,neutral,packaging,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0269,0,"Đúng mẫu đặt, màu ghi, mình mới kiểm tra sơ nên đánh giá tạm 0:10",đúng mẫu đặt màu ghi mình mới kiểm tra sơ nên đánh giá tạm 0 10,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0270,0,"Mới dùng thử tai nghe một lần, cảm giác bình thường, chưa kết luận được",mới dùng thử tai nghe một lần cảm giác bình thường chưa kết luận duoc,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0271,0,Đúng mẫu đặt màu vàng nhạt mình mới kiểm tra sơ nên đánh giá tạm,đúng mẫu đặt màu vàng nhạt mình mới kiểm tra sơ nên đánh giá tạm,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0272,0,"Sờ thử thấy chất lượng ở mức trung bình, mới nhận nên chưa đánh giá được nhiều",sờ thử thấy chất lượng ở mức trung bình mới nhận nên chưa đánh giá duoc nhiều,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0273,0,"Đơn tới nơi, ship ở mức ổn, sản phẩm chưa test 0:10",đơn tới nơi ship ở mức ổn sản phẩm chưa test 0 10,neutral,shipping_delivery,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0274,0,"Sản phẩm tới nơi rồi, bao bì nhìn bình thường, tạm đánh giá trung bình tạm để 4 sao nhé",sản phẩm tới nơi rồi bao bì nhìn bình thường tạm đánh giá trung bình tạm để 4 sao nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0275,0,"Váy nhìn tạm, chất lượng cần dùng thêm mới biết nhé",váy nhìn tạm chất lượng cần dùng thêm mới biết nhé,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0276,0,"hình ảnh chỉ mang tính nhận xu, sản phẩm chưa dùng 0:06",hình ảnh chỉ mang tính nhận xu sản phẩm chưa dùng 0 06,neutral,spam_irrelevant,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0277,0,"mới lấy từ shipper nên chỉ kiểm tra bên ngoài, giống ảnh khoảng tương đối thôi",mới lấy từ shipper nên chỉ kiểm tra bên ngoài giống ảnh khoảng tương đối thôi,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0278,0,"Tư vấn chưa nhiều nên mình chưa nhận xét được, hàng đã nhận",tư vấn chưa nhiều nên mình chưa nhận xét duoc hàng đã nhận,neutral,seller_service,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0279,0,"Mới dùng thử quần một lần, cảm giác bình thường, chưa kết luận được 0:06",mới dùng thử quần một lần cảm giác bình thường chưa kết luận duoc 0 06,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0280,0,"vừa mở gói ra xem nên chỉ kiểm tra bên ngoài, form nhìn cơ bản cho 4 sao trước 0:15",vừa mở gói ra xem nên chỉ kiểm tra bên ngoài form nhìn cơ bản cho 4 sao trước 0 15,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0281,0,"Đã nhận thảm, đủ số lượng, để dùng thêm rồi đánh giá sau",đã nhận thảm đủ số lượng để dùng thêm rồi đánh giá sau,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0282,0,"Quạt mini nhìn tạm, chất lượng cần dùng thêm mới biết nha",quạt mini nhìn tạm chất lượng cần dùng thêm mới biết nha,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0283,0,"Đã nhận son, đủ số lượng, chưa sử dụng nên chưa nói trước được",đã nhận son đủ số lượng chưa sử dụng nên chưa nói trước duoc,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0284,0,"Mới dùng thử quạt mini một lần, cảm giác bình thường, chưa kết luận được",mới dùng thử quạt mini một lần cảm giác bình thường chưa kết luận duoc,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0285,0,"Kích thước S, chất liệu nỉ, cảm nhận ban đầu bình thường",kích thước s chất liệu nỉ cảm nhận ban đầu bình thường,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0286,0,"Ly thủy tinh màu be, size hơi ôm, nhìn ngoài bình thường, chưa thử lâu ạ",ly thủy tinh màu be size hơi ôm nhìn ngoài bình thường chưa thử lâu ạ,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0287,0,"Mình mua thử khăn, form nhìn cơ bản, dùng thử vài hôm rồi tính tiếp",mình mua thử khăn form nhìn cơ bản dùng thử vài hôm rồi tính tiếp,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0288,0,"mới nhận hàng, hiện tại thấy tạm ổn, mới nhận nên chưa đánh giá được nhiều tạm để 4 sao ạ",mới nhận hàng hiện tại thấy tạm ổn mới nhận nên chưa đánh giá duoc nhiều tạm để 4 sao ạ,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0289,0,"chất lượng sản phẩm: chưa rõ. vừa mở gói ra xem, cần dùng thêm mới biết có bền không",chất lượng sản phẩm chưa rõ vừa mở gói ra xem cần dùng thêm mới biết có bền khong,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0290,0,Màu sắc: vàng nhạt Chất liệu: silicon Đúng với mô tả: chưa chắc lắm Mới nhận nên chưa dùng nha,màu sắc vàng nhạt chất liệu silicon đúng với mô tả chưa chắc lắm mới nhận nên chưa dùng nha,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0291,0,"Sản phẩm tới nơi rồi, hiện tại thấy tạm ổn, tạm đánh giá trung bình đánh giá tạm vậy",sản phẩm tới nơi rồi hiện tại thấy tạm ổn tạm đánh giá trung bình đánh giá tạm vậy,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0292,0,"Mình mua thử dép, giống ảnh khoảng tương đối, để dùng thêm rồi đánh giá sau cho 4 sao trước thôi",mình mua thử dép giống ảnh khoảng tương đối để dùng thêm rồi đánh giá sau cho 4 sao trước thôi,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0293,0,"Không biết viết gì, hàng mới nhận nên để vậy trước hình ảnh minh họa",khong biết viết gì hàng mới nhận nên để vậy trước hình ảnh minh họa,neutral,spam_irrelevant,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0294,0,"video không liên quan, mình mới nhận hàng nha",video khong liên quan mình mới nhận hàng nha,neutral,spam_irrelevant,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0295,0,"Mới dùng thử khô gà một lần, cảm giác bình thường, chưa kết luận dc nhé",mới dùng thử khô gà một lần cảm giác bình thường chưa kết luận duoc nhé,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0296,0,mk mới kiểm tra sơ nên chỉ kiểm tra bên ngoài cầm lên thấy ở mức ổn nhé,mk mới kiểm tra sơ nên chỉ kiểm tra bên ngoài cầm lên thấy ở mức ổn nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0297,0,với giá này thì mình cần dùng thêm mới biết có hợp ko nha,với giá này thì mình cần dùng thêm mới biết có hợp khong nha,neutral,price_value,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0298,0,"Không biết viết gì, hàng mới nhận nên để vậy trước",khong biết viết gì hàng mới nhận nên để vậy trước,neutral,spam_irrelevant,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0299,0,Kích thước S chất liệu vải cảm nhận ban đầu bình thường,kích thước s chất liệu vải cảm nhận ban đầu bình thường,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0300,0,"Sản phẩm tới nơi rồi, bao bì nhìn bình thường, tạm đánh giá trung bình",sản phẩm tới nơi rồi bao bì nhìn bình thường tạm đánh giá trung bình,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0301,0,"mới lấy từ shipper nên chỉ kiểm tra bên ngoài, mới xem qua nên chưa rõ cho 4 sao trước",mới lấy từ shipper nên chỉ kiểm tra bên ngoài mới xem qua nên chưa rõ cho 4 sao trước,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0302,0,"Mới dùng thử sạc một lần, cảm giác bình thường, chưa kết luận được",mới dùng thử sạc một lần cảm giác bình thường chưa kết luận duoc,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0303,0,"Mình mua thử sạc, giống ảnh khoảng tương đối, cần dùng thêm mới biết có bền không tạm để 4 sao",mình mua thử sạc giống ảnh khoảng tương đối cần dùng thêm mới biết có bền khong tạm để 4 sao,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0304,0,"đánh giá để nhận xu, chưa dùng nên chưa biết thôi",đánh giá để nhận xu chưa dùng nên chưa biết thôi,neutral,spam_irrelevant,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0305,0,"mới lấy từ shipper nên chỉ kiểm tra bên ngoài, mới xem qua nên chưa rõ thôi",mới lấy từ shipper nên chỉ kiểm tra bên ngoài mới xem qua nên chưa rõ thôi,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0306,0,mới lấy từ shipper nên chỉ kiểm tra bên ngoài giống ảnh khoảng tương đối nha,mới lấy từ shipper nên chỉ kiểm tra bên ngoài giống ảnh khoảng tương đối nha,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0307,0,"hình ảnh chỉ mang tính nhận xu, sản phẩm chưa dùng nha",hình ảnh chỉ mang tính nhận xu sản phẩm chưa dùng nha,neutral,spam_irrelevant,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0308,0,"sản phẩm dùng tạm được, chưa biết lâu dài có ổn không 0:15",sản phẩm dùng tạm duoc chưa biết lâu dài có ổn khong 0 15,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0309,0,"Mình mua thử sạc, nhìn bên ngoài bình thường, chưa test kỹ nên tạm đánh giá vậy",mình mua thử sạc nhìn bên ngoài bình thường chưa test kỹ nên tạm đánh giá vậy,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0310,0,Vở màu trắng M nhìn ngoài bình thường chưa thử lâu hình ảnh minh họa,vở màu trắng m nhìn ngoài bình thường chưa thử lâu hình ảnh minh họa,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0311,0,"hàng mới tới nên chỉ kiểm tra bên ngoài, cầm lên thấy ở mức ổn 0:10",hàng mới tới nên chỉ kiểm tra bên ngoài cầm lên thấy ở mức ổn 0 10,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0312,0,aaaaaaaa mình ghi nhận đã nhận hàng,aaaaaaaa mình ghi nhận đã nhận hàng,neutral,spam_irrelevant,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0313,0,Màu sắc: hồng Chất liệu: kim loại Đúng với mô tả: chưa chắc lắm. Mới nhận nên chưa dùng 0:15,màu sắc hồng chất liệu kim loại đúng với mô tả chưa chắc lắm mới nhận nên chưa dùng 0 15,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0314,0,"Form và màu nhìn ở mức chấp nhận được, cần mặc/dùng thêm mới biết 0:06",form và màu nhìn ở mức chấp nhận duoc cần mặc dùng thêm mới biết 0 06,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0315,0,"mình mới kiểm tra sơ, chưa thấy gì đặc biệt, cần dùng thêm mới biết có bền không cho 4 sao trước nhé",mình mới kiểm tra sơ chưa thấy gì đặc biệt cần dùng thêm mới biết có bền khong cho 4 sao trước nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0316,0,"Sờ thử thấy chất lượng ở mức trung bình, chưa sử dụng nên chưa nói trước được hình ảnh minh họa",sờ thử thấy chất lượng ở mức trung bình chưa sử dụng nên chưa nói trước duoc hình ảnh minh họa,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0317,0,"Thời gian giao hàng bình thường, mình mới nhận nên chưa đánh giá sản phẩm nhé",thời gian giao hàng bình thường mình mới nhận nên chưa đánh giá sản phẩm nhé,neutral,shipping_delivery,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0318,0,"Sờ thử thấy chất lượng ở mức trung bình, chưa test kỹ nên tạm đánh giá vậy 0:10",sờ thử thấy chất lượng ở mức trung bình chưa test kỹ nên tạm đánh giá vậy 0 10,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0319,0,"Sản phẩm tới nơi rồi, màu nhìn ngoài hơi khác ánh sáng, tạm đánh giá trung bình cho 4 sao trước 0:06",sản phẩm tới nơi rồi màu nhìn ngoài hơi khác ánh sáng tạm đánh giá trung bình cho 4 sao trước 0 06,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0320,0,Bao bì/Mẫu mã: túi gói đơn giản. Mình chưa dùng sản phẩm bên trong,bao bì mẫu mã túi gói đơn giản mình chưa dùng sản phẩm bên trong,neutral,packaging,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0321,0,"mới lấy từ shipper nên chỉ kiểm tra bên ngoài, bao bì nhìn bt cho 4 sao trước nhé",mới lấy từ shipper nên chỉ kiểm tra bên ngoài bao bì nhìn bt cho 4 sao trước nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0322,0,"Mình mua thử hộp đựng, nhìn bên ngoài bình thường, để dùng thêm rồi đánh giá sau",mình mua thử hộp đựng nhìn bên ngoài bình thường để dùng thêm rồi đánh giá sau,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0323,0,"mk mua thử khẩu trang, mới xem qua nên chưa rõ, chưa sử dụng nên chưa nói trước dc",mk mua thử khẩu trang mới xem qua nên chưa rõ chưa sử dụng nên chưa nói trước duoc,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0324,0,Chất lượng sản phẩm: chưa rõ mới nhận hàng dùng một thời gian mới biết thôi,chất lượng sản phẩm chưa rõ mới nhận hàng dùng một thời gian mới biết thôi,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0325,0,"Mới dùng thử nồi nhỏ một lần, cảm giác bình thường, chưa kết luận được ạ",mới dùng thử nồi nhỏ một lần cảm giác bình thường chưa kết luận duoc ạ,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0326,0,"nhận được chiều nay nên chỉ kiểm tra bên ngoài, bao bì nhìn bình thường tạm để 4 sao hình ảnh minh họa",nhận duoc chiều nay nên chỉ kiểm tra bên ngoài bao bì nhìn bình thường tạm để 4 sao hình ảnh minh họa,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0327,0,"Đã nhận móc treo, đủ số lượng, để dùng thêm rồi đánh giá sau đánh giá tạm vậy 0:06",đã nhận móc treo đủ số lượng để dùng thêm rồi đánh giá sau đánh giá tạm vậy 0 06,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0328,0,"Chất lượng sản phẩm: chưa rõ. mới lấy từ shipper, cần dùng thêm mới biết có bền không 0:06",chất lượng sản phẩm chưa rõ mới lấy từ shipper cần dùng thêm mới biết có bền khong 0 06,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0329,0,"chất lượng sản phẩm: chưa rõ. vừa mở gói ra xem, dùng một thời gian mới biết 0:06",chất lượng sản phẩm chưa rõ vừa mở gói ra xem dùng một thời gian mới biết 0 06,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0330,0,"Chất lượng sản phẩm: chưa rõ. vừa nhận hôm qua, dùng một thời gian mới biết",chất lượng sản phẩm chưa rõ vừa nhận hôm qua dùng một thời gian mới biết,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0331,0,"Sản phẩm tới nơi rồi, cầm lên thấy ở mức ổn, tạm đánh giá trung bình đánh giá tạm vậy nhé",sản phẩm tới nơi rồi cầm lên thấy ở mức ổn tạm đánh giá trung bình đánh giá tạm vậy nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0332,0,"hàng mới tới, cầm lên thấy ở mức ổn, mình sẽ cập nhật nếu có vấn đề nhé",hàng mới tới cầm lên thấy ở mức ổn mình sẽ cập nhật nếu có vấn đề nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0333,0,"mình mới kiểm tra sơ nên chỉ kiểm tra bên ngoài, chưa thấy gì đặc biệt nha",mình mới kiểm tra sơ nên chỉ kiểm tra bên ngoài chưa thấy gì đặc biệt nha,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0334,0,"hàng nhận đủ, bao bì nhìn bình thường, chưa dùng thực tế đánh giá tạm vậy thôi",hàng nhận đủ bao bì nhìn bình thường chưa dùng thực tế đánh giá tạm vậy thôi,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0335,0,"Kích thước M, chất liệu giấy, cảm nhận ban đầu bình thường 0:06",kích thước m chất liệu giấy cảm nhận ban đầu bình thường 0 06,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0336,0,"Đã nhận quạt mini, đủ số lượng, cần dùng thêm mới biết có bền không tạm để 4 sao",đã nhận quạt mini đủ số lượng cần dùng thêm mới biết có bền khong tạm để 4 sao,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0337,0,"Màu hơi khác ảnh một chút do ánh sáng, còn lại mình chưa dùng nên chưa biết thôi",màu hơi khác ảnh một chút do ánh sáng còn lại mình chưa dùng nên chưa biết thôi,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0338,0,"vừa nhận hôm qua nên chỉ kiểm tra bên ngoài, form nhìn cơ bản nhé",vừa nhận hôm qua nên chỉ kiểm tra bên ngoài form nhìn cơ bản nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0339,0,"đánh giá sau khi nhận hàng, chưa có trải nghiệm nhiều",đánh giá sau khi nhận hàng chưa có trải nghiệm nhiều,neutral,spam_irrelevant,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0340,0,Màu sắc: xanh Chất liệu: kim loại Đúng với mô tả: đúng tương đối. Mới nhận nên chưa dùng ạ,màu sắc xanh chất liệu kim loại đúng với mô tả đúng tương đối mới nhận nên chưa dùng ạ,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0341,0,"Sản phẩm tới nơi rồi, chất liệu sờ thử tạm được, tạm đánh giá trung bình thôi",sản phẩm tới nơi rồi chất liệu sờ thử tạm duoc tạm đánh giá trung bình thôi,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0342,0,"vừa nhận hôm qua, form nhìn cơ bản, cần dùng thêm mới biết có bền không",vừa nhận hôm qua form nhìn cơ bản cần dùng thêm mới biết có bền khong,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0343,0,"Mình mua thử nồi nhỏ, mới xem qua nên chưa rõ, cần dùng thêm mới biết có bền không 0:15",mình mua thử nồi nhỏ mới xem qua nên chưa rõ cần dùng thêm mới biết có bền khong 0 15,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0344,0,"Đã nhận áo, đủ số lượng, chưa test kỹ nên tạm đánh giá vậy",đã nhận áo đủ số lượng chưa test kỹ nên tạm đánh giá vậy,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0345,0,"Đã nhận sữa rửa mặt, đủ số lượng, dùng thử vài hôm rồi tính tiếp",đã nhận sữa rửa mặt đủ số lượng dùng thử vài hôm rồi tính tiếp,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0346,0,"Sờ thử thấy chất lượng ở mức trung bình, mình sẽ cập nhật nếu có vấn đề ạ",sờ thử thấy chất lượng ở mức trung bình mình sẽ cập nhật nếu có vấn đề ạ,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0347,0,"hàng nhận đủ, bao bì nhìn bình thường, chưa dùng thực tế ạ",hàng nhận đủ bao bì nhìn bình thường chưa dùng thực tế ạ,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0348,0,"Mình mua thử kẹp tóc, không có gì để nhận xét nhiều, để dùng thêm rồi đánh giá sau thôi",mình mua thử kẹp tóc khong có gì để nhận xét nhiều để dùng thêm rồi đánh giá sau thôi,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0349,0,Sạc nhìn tạm chất lượng cần dùng thêm mới biết 0:10,sạc nhìn tạm chất lượng cần dùng thêm mới biết 0 10,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0350,0,"Kích thước size vừa, chất liệu thun, cảm nhận ban đầu bình thường",kích thước size vừa chất liệu thun cảm nhận ban đầu bình thường,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0351,0,"Hàng nhận đủ, nhìn bên ngoài bình thường, chưa dùng thực tế 0:06",hàng nhận đủ nhìn bên ngoài bình thường chưa dùng thực tế 0 06,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0352,0,"Đã nhận vòng tay, đủ số lượng, mới nhận nên chưa đánh giá được nhiều ạ",đã nhận vòng tay đủ số lượng mới nhận nên chưa đánh giá duoc nhiều ạ,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0353,0,"mới khui ra xem nên chỉ kiểm tra bên ngoài, màu nhìn ngoài hơi khác ánh sáng đánh giá tạm vậy 0:15",mới khui ra xem nên chỉ kiểm tra bên ngoài màu nhìn ngoài hơi khác ánh sáng đánh giá tạm vậy 0 15,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0354,0,"Ảnh không liên quan lắm, mình chỉ mới kiểm tra đơn hàng hình ảnh minh họa",ảnh khong liên quan lắm mình chỉ mới kiểm tra đơn hàng hình ảnh minh họa,neutral,spam_irrelevant,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0355,0,"vừa mở gói ra xem, form nhìn cơ bản, cần dùng thêm mới biết có bền k",vừa mở gói ra xem form nhìn cơ bản cần dùng thêm mới biết có bền khong,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0356,0,"Vòng tay nhìn tạm, chất lượng cần dùng thêm mới biết 0:15",vòng tay nhìn tạm chất lượng cần dùng thêm mới biết 0 15,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0357,0,"mình nhận hàng sau vài ngày, trạng thái đơn bt",mình nhận hàng sau vài ngày trạng thái đơn bt,neutral,shipping_delivery,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0358,0,"mới nhận hàng nên chỉ kiểm tra bên ngoài, hiện tại thấy tạm ổn tạm để 4 sao nhé",mới nhận hàng nên chỉ kiểm tra bên ngoài hiện tại thấy tạm ổn tạm để 4 sao nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0359,0,"Hàng nhận đủ, giống ảnh khoảng tương đối, chưa dùng thực tế cho 4 sao trước thôi",hàng nhận đủ giống ảnh khoảng tương đối chưa dùng thực tế cho 4 sao trước thôi,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0360,0,"Túi gói đơn giản, nhận hàng bình thường",túi gói đơn giản nhận hàng bình thường,neutral,packaging,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0361,0,"Màu hơi khác ảnh một chút do ánh sáng, còn lại mk chưa dùng nên chưa biết",màu hơi khác ảnh một chút do ánh sáng còn lại mk chưa dùng nên chưa biết,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0362,0,"Gói hàng đủ lớp cơ bản, nhận hàng bình thường thôi",gói hàng đủ lớp cơ bản nhận hàng bình thường thôi,neutral,packaging,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0363,0,Với giá này thì mình cần dùng thêm mới biết có hợp không thôi,với giá này thì mình cần dùng thêm mới biết có hợp khong thôi,neutral,price_value,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0364,0,"hàng mới tới nên chỉ kiểm tra bên ngoài, chất liệu sờ thử tạm được 0:06",hàng mới tới nên chỉ kiểm tra bên ngoài chất liệu sờ thử tạm duoc 0 06,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0365,0,"Sờ thử thấy chất lượng ở mức trung bình, dùng thử vài hôm rồi tính tiếp",sờ thử thấy chất lượng ở mức trung bình dùng thử vài hôm rồi tính tiếp,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0366,0,"mình mua thử dép, bao bì nhìn bình thường, dùng một thời gian mới biết",mình mua thử dép bao bì nhìn bình thường dùng một thời gian mới biết,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0367,0,Hàng nhận đủ kích thước nhìn cũng vừa chưa dùng thực tế đánh giá tạm vậy ạ,hàng nhận đủ kích thước nhìn cũng vừa chưa dùng thực tế đánh giá tạm vậy ạ,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0368,0,"Màu hơi khác ảnh một chút do ánh sáng, còn lại mk chưa dùng nên chưa biết 0:06",màu hơi khác ảnh một chút do ánh sáng còn lại mk chưa dùng nên chưa biết 0 06,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0369,0,"Sản phẩm tới nơi rồi, mới xem qua nên chưa rõ, tạm đánh giá trung bình ạ",sản phẩm tới nơi rồi mới xem qua nên chưa rõ tạm đánh giá trung bình ạ,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
