review_id,review_text,sentiment_label,issue_label,is_multi_topic,secondary_issue,comment_type,processed_text
RV0283,"Mình mua máy xay, thấy rất đáng tiền, cửa hàng hỗ trợ tốt.",Positive,no_issue,no,,normal,mình mua máy xay thấy rất đáng tiền cửa hàng hỗ trợ tốt
RV0284,"thiếu số lượng, bao bì lại còn bị rách.",Negative,wrong_item,yes,packaging,mixed_topic,thiếu số lượng bao bì lại còn bị rách
RV0285,"balo màu đẹp, đóng đơn nhanh, bọc chống sốc tốt.",Positive,no_issue,no,,normal,balo màu đẹp đóng đơn nhanh bọc chống sốc tốt
RV0286,Bình luận cho đủ ký tự nhận điểm. Hy vọng lần sau tốt hơn.,Neutral,spam_or_irrelevant,no,,spam_xu,bình luận cho đủ ký tự nhận điểm hy vọng lần sau tốt hơn
RV0287,Có lỗi phát sinh nhưng người bán tư vấn không rõ ràng.,Negative,customer_service,no,,normal,có lỗi phát sinh nhưng người bán tư vấn không rõ ràng
RV0288,đồng hồ nhìn ngoài được nhưng thực tế chất lượng kém.,Negative,product_quality,no,,normal,đồng hồ nhìn ngoài được nhưng thực tế chất lượng kém
RV0289,"Gói hàng ổn, giao đúng hẹn, sản phẩm chất lượng tốt. Đây là trải nghiệm cá nhân.",Positive,no_issue,no,,normal,gói hàng ổn giao đúng hẹn sản phẩm chất lượng tốt đây là trải nghiệm cá nhân
RV0290,"Sản phẩm không hoạt động, khác xa kỳ vọng.",Negative,product_quality,no,,normal,sản phẩm không hoạt động khác xa kỳ vọng
RV0291,"Rất thích quần jean, hoạt động tốt, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích quần jean hoạt động tốt phù hợp với nhu cầu
RV0292,"Không hài lòng vì gửi nhầm sản phẩm, phải mất công đổi trả.",Negative,wrong_item,no,,normal,không hài lòng vì gửi nhầm sản phẩm phải mất công đổi trả
RV0293,Sản phẩm bên trong tạm ổn nhưng đóng gói sơ sài.,Negative,packaging,no,,normal,sản phẩm bên trong tạm ổn nhưng đóng gói sơ sài
RV0294,Bình luận cho đủ ký tự nhận điểm.,Neutral,spam_or_irrelevant,no,,spam_xu,bình luận cho đủ ký tự nhận điểm
RV0295,"Mình mua bình nước, thấy vải đẹp, shop nhắn tin lịch sự.",Positive,no_issue,no,,normal,mình mua bình nước thấy vải đẹp shop nhắn tin lịch sự
RV0296,"Đánh giá sau, giờ lấy xu trước. Đây là trải nghiệm cá nhân.",Neutral,spam_or_irrelevant,no,,spam_xu,đánh giá sau giờ lấy xu trước đây là trải nghiệm cá nhân
RV0297,"sạc dự phòng tạm dùng được nhưng phí ship cao, đóng gói cũng sơ sài.",Negative,price,yes,packaging,mixed_topic,sạc dự phòng tạm dùng được nhưng phí ship cao đóng gói cũng sơ sài
RV0298,"Dùng thử máy xay thì thấy chất lượng kém, cần kiểm tra chất lượng kỹ hơn.",Negative,product_quality,no,,normal,dùng thử máy xay thì thấy chất lượng kém cần kiểm tra chất lượng kỹ hơn
RV0299,"thiếu phụ kiện, không đúng với lựa chọn ban đầu. Mình ghi nhận như vậy.",Negative,wrong_item,no,,normal,thiếu phụ kiện không đúng với lựa chọn ban đầu mình ghi nhận như vậy
RV0300,"Hàng chuẩn, rất đáng tiền, cửa hàng hỗ trợ tốt nên mình hài lòng.",Positive,no_issue,no,,normal,hàng chuẩn rất đáng tiền cửa hàng hỗ trợ tốt nên mình hài lòng
RV0301,"sạc dự phòng dùng được nhưng không có chống sốc, giao hàng cũng hơi lâu. Mình ghi nhận như vậy.",Negative,packaging,yes,delivery,mixed_topic,sạc dự phòng dùng được nhưng không có chống sốc giao hàng cũng hơi lâu mình ghi nhận như vậy
RV0302,Shop cần kiểm tra đơn kỹ hơn vì giao sai size.,Negative,wrong_item,no,,normal,shop cần kiểm tra đơn kỹ hơn vì giao sai size
RV0303,"Nhận hàng xong mới thấy ốp điện thoại âm thanh rè, không muốn mua lại.",Negative,product_quality,no,,normal,nhận hàng xong mới thấy ốp điện thoại âm thanh rè không muốn mua lại
RV0304,"Bao bì nhìn được nhưng chuột máy tính âm thanh rè, mình vẫn phải đánh giá thấp.",Negative,product_quality,yes,packaging,mixed_topic,bao bì nhìn được nhưng chuột máy tính âm thanh rè mình vẫn phải đánh giá thấp
RV0305,"Hàng chuẩn, xài mượt, bên bán hỗ trợ tốt nên mình hài lòng.",Positive,no_issue,no,,normal,hàng chuẩn xài mượt bên bán hỗ trợ tốt nên mình hài lòng
RV0306,bàn phím nhìn ngoài được nhưng thực tế pin tụt nhanh.,Negative,product_quality,no,,normal,bàn phím nhìn ngoài được nhưng thực tế pin tụt nhanh
RV0307,"Nhận quần jean mà hộp ướt, nhìn rất thiếu chuyên nghiệp.",Negative,packaging,no,,normal,nhận quần jean mà hộp ướt nhìn rất thiếu chuyên nghiệp
RV0308,Sản phẩm có vấn đề nhưng không hỗ trợ đổi trả. Đây là trải nghiệm cá nhân.,Negative,customer_service,no,,normal,sản phẩm có vấn đề nhưng không hỗ trợ đổi trả đây là trải nghiệm cá nhân
RV0309,"Sản phẩm xài mượt, niêm phong kỹ, lần sau sẽ ủng hộ tiếp.",Positive,no_issue,no,,normal,sản phẩm xài mượt niêm phong kỹ lần sau sẽ ủng hộ tiếp
RV0310,"Rất thích áo, đúng mô tả, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích áo đúng mô tả phù hợp với nhu cầu
RV0311,"Mình mua chuột máy tính, thấy dùng ổn, shop nhắn tin lịch sự.",Positive,no_issue,no,,normal,mình mua chuột máy tính thấy dùng ổn shop nhắn tin lịch sự
RV0312,"bình nước giao nhanh nhưng chất lượng kém, thêm nữa gói hàng nhìn rất cũ.",Negative,product_quality,yes,delivery,mixed_topic,bình nước giao nhanh nhưng chất lượng kém thêm nữa gói hàng nhìn rất cũ
RV0313,"Vấn đề lớn nhất là trễ hẹn nhiều ngày, mong shop cải thiện khâu giao hàng.",Negative,delivery,no,,normal,vấn đề lớn nhất là trễ hẹn nhiều ngày mong shop cải thiện khâu giao hàng
RV0314,"mũ bảo hiểm chất lượng tốt, ship khá nhanh, bao bì sạch sẽ.",Positive,no_issue,no,,normal,mũ bảo hiểm chất lượng tốt ship khá nhanh bao bì sạch sẽ
RV0315,Mua hộ nên không rõ sản phẩm ra sao. #1079,Neutral,spam_or_irrelevant,no,,not_used,mua hộ nên không rõ sản phẩm ra sao 1079
RV0316,Mình không hài lòng vì sản phẩm bị trầy do gói kém khi nhận hàng. Mình ghi nhận như vậy.,Negative,packaging,no,,normal,mình không hài lòng vì sản phẩm bị trầy do gói kém khi nhận hàng mình ghi nhận như vậy
RV0317,"Rất thích khăn tắm, vải đẹp, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích khăn tắm vải đẹp phù hợp với nhu cầu
RV0318,"Bao bì nhìn được nhưng mũ bảo hiểm đường may xấu, mình vẫn phải đánh giá thấp.",Negative,product_quality,yes,packaging,mixed_topic,bao bì nhìn được nhưng mũ bảo hiểm đường may xấu mình vẫn phải đánh giá thấp
RV0319,"Gói hàng ổn, ship khá nhanh, sản phẩm màu đẹp. Mình ghi nhận như vậy.",Positive,no_issue,no,,normal,gói hàng ổn ship khá nhanh sản phẩm màu đẹp mình ghi nhận như vậy
RV0320,"Gói hàng ổn, ship khá nhanh, sản phẩm chất lượng tốt.",Positive,no_issue,no,,normal,gói hàng ổn ship khá nhanh sản phẩm chất lượng tốt
RV0321,"Gói hàng ổn, nhận hàng sớm, sản phẩm xài mượt.",Positive,no_issue,no,,normal,gói hàng ổn nhận hàng sớm sản phẩm xài mượt
RV0322,"tai nghe đúng mô tả, đóng đơn nhanh, bọc chống sốc tốt.",Positive,no_issue,no,,normal,tai nghe đúng mô tả đóng đơn nhanh bọc chống sốc tốt
RV0323,"Rất thích balo, rất đáng tiền, phù hợp với nhu cầu. Mình ghi nhận như vậy.",Positive,no_issue,no,,normal,rất thích balo rất đáng tiền phù hợp với nhu cầu mình ghi nhận như vậy
RV0324,"áo đẹp hơn mong đợi, giao đúng hẹn, giá cũng hợp lý.",Positive,no_issue,no,,normal,áo đẹp hơn mong đợi giao đúng hẹn giá cũng hợp lý
RV0325,"chuột máy tính dùng ổn, đóng đơn nhanh, niêm phong kỹ.",Positive,no_issue,no,,normal,chuột máy tính dùng ổn đóng đơn nhanh niêm phong kỹ
RV0326,aaaaaaaaaaaa Đây là trải nghiệm cá nhân.,Neutral,spam_or_irrelevant,no,,random_text,aaaaaaaaaaaa đây là trải nghiệm cá nhân
RV0327,"nồi chiên dùng ổn, đóng đơn nhanh, bọc chống sốc tốt.",Positive,no_issue,no,,normal,nồi chiên dùng ổn đóng đơn nhanh bọc chống sốc tốt
RV0328,sách nhìn ngoài được nhưng thực tế màu bị phai.,Negative,product_quality,no,,normal,sách nhìn ngoài được nhưng thực tế màu bị phai
RV0329,Hàng không tệ nhưng đợi rất lâu mới nhận được nên mình đánh giá thấp. Mình ghi nhận như vậy.,Negative,delivery,no,,normal,hàng không tệ nhưng đợi rất lâu mới nhận được nên mình đánh giá thấp mình ghi nhận như vậy
RV0330,Hàng không tệ nhưng hàng bị kẹt ở kho nên mình đánh giá thấp. Mình ghi nhận như vậy.,Negative,delivery,no,,normal,hàng không tệ nhưng hàng bị kẹt ở kho nên mình đánh giá thấp mình ghi nhận như vậy
RV0331,"Rất thích kem dưỡng, mùi dễ chịu, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích kem dưỡng mùi dễ chịu phù hợp với nhu cầu
RV0332,"Gói hàng ổn, đóng đơn nhanh, sản phẩm đúng mô tả. Mình ghi nhận như vậy.",Positive,no_issue,no,,normal,gói hàng ổn đóng đơn nhanh sản phẩm đúng mô tả mình ghi nhận như vậy
RV0333,Hàng không tệ nhưng vận chuyển chậm hơn dự kiến nên mình đánh giá thấp. Mình ghi nhận như vậy.,Negative,delivery,no,,normal,hàng không tệ nhưng vận chuyển chậm hơn dự kiến nên mình đánh giá thấp mình ghi nhận như vậy
RV0334,"Hàng đúng loại nhưng sản phẩm bị trầy do gói kém, làm mình lo sản phẩm bị hỏng.",Negative,packaging,yes,no_issue,mixed_topic,hàng đúng loại nhưng sản phẩm bị trầy do gói kém làm mình lo sản phẩm bị hỏng
RV0335,"Giao hàng ổn nhưng giá tăng bất thường, chất lượng chưa thuyết phục.",Negative,price,yes,product_quality,mixed_topic,giao hàng ổn nhưng giá tăng bất thường chất lượng chưa thuyết phục
RV0336,"Nhận quần jean mà hộp bị móp, nhìn rất thiếu chuyên nghiệp.",Negative,packaging,no,,normal,nhận quần jean mà hộp bị móp nhìn rất thiếu chuyên nghiệp
RV0337,"Gói hàng ổn, đóng đơn nhanh, sản phẩm chắc chắn.",Positive,no_issue,no,,normal,gói hàng ổn đóng đơn nhanh sản phẩm chắc chắn
RV0338,"mũ bảo hiểm chất lượng tốt, giao nhanh, bọc chống sốc tốt.",Positive,no_issue,no,,normal,mũ bảo hiểm chất lượng tốt giao nhanh bọc chống sốc tốt
RV0339,"Rất thích kem dưỡng, rất đáng tiền, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích kem dưỡng rất đáng tiền phù hợp với nhu cầu
RV0340,"Rất thích nồi chiên, chắc chắn, phù hợp với nhu cầu. Hy vọng lần sau tốt hơn.",Positive,no_issue,no,,normal,rất thích nồi chiên chắc chắn phù hợp với nhu cầu hy vọng lần sau tốt hơn
RV0341,Sản phẩm có vấn đề nhưng không hỗ trợ đổi trả. Hy vọng lần sau tốt hơn.,Negative,customer_service,no,,normal,sản phẩm có vấn đề nhưng không hỗ trợ đổi trả hy vọng lần sau tốt hơn
RV0342,"Nhận hàng xong mới thấy tai nghe âm thanh rè, không muốn mua lại.",Negative,product_quality,no,,normal,nhận hàng xong mới thấy tai nghe âm thanh rè không muốn mua lại
RV0343,"Sản phẩm vải đẹp, bao bì sạch sẽ, lần sau sẽ ủng hộ tiếp.",Positive,no_issue,no,,normal,sản phẩm vải đẹp bao bì sạch sẽ lần sau sẽ ủng hộ tiếp
RV0344,Hàng không tệ nhưng hàng bị kẹt ở kho nên mình đánh giá thấp. Đây là trải nghiệm cá nhân.,Negative,delivery,no,,normal,hàng không tệ nhưng hàng bị kẹt ở kho nên mình đánh giá thấp đây là trải nghiệm cá nhân
RV0345,"Mình mua nồi chiên, thấy dùng ổn, người bán nhắn tin lịch sự.",Positive,no_issue,no,,normal,mình mua nồi chiên thấy dùng ổn người bán nhắn tin lịch sự
RV0346,"Sản phẩm mùi dễ chịu, bọc chống sốc tốt, lần sau sẽ ủng hộ tiếp.",Positive,no_issue,no,,normal,sản phẩm mùi dễ chịu bọc chống sốc tốt lần sau sẽ ủng hộ tiếp
RV0347,"Rất thích balo, dùng ổn, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích balo dùng ổn phù hợp với nhu cầu
RV0349,"Sản phẩm bị lỗi, khác xa kỳ vọng.",Negative,product_quality,no,,normal,sản phẩm bị lỗi khác xa kỳ vọng
RV0350,"tai nghe màu bị phai, mình khá thất vọng.",Negative,product_quality,no,,normal,tai nghe màu bị phai mình khá thất vọng
RV0351,"Rất thích đèn học, dùng ổn, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích đèn học dùng ổn phù hợp với nhu cầu
RV0352,"Đơn váy giao quá chậm, hỏi thì không có cập nhật rõ.",Negative,delivery,no,,normal,đơn váy giao quá chậm hỏi thì không có cập nhật rõ
RV0353,"Mình mua kem dưỡng, thấy chắc chắn, shop phản hồi nhanh.",Positive,no_issue,no,,normal,mình mua kem dưỡng thấy chắc chắn shop phản hồi nhanh
RV0354,"Sản phẩm mùi dễ chịu, hộp còn nguyên, lần sau sẽ ủng hộ tiếp. Hy vọng lần sau tốt hơn.",Positive,no_issue,no,,normal,sản phẩm mùi dễ chịu hộp còn nguyên lần sau sẽ ủng hộ tiếp hy vọng lần sau tốt hơn
RV0355,"Giao khá nhanh nhưng nhận nhầm đơn của người khác, shop xử lý đổi trả chậm. Mình ghi nhận như vậy.",Negative,wrong_item,yes,customer_service,mixed_topic,giao khá nhanh nhưng nhận nhầm đơn của người khác shop xử lý đổi trả chậm mình ghi nhận như vậy
RV0356,"Không hài lòng vì nhận nhầm đơn của người khác, phải mất công đổi trả. Mình ghi nhận như vậy.",Negative,wrong_item,no,,normal,không hài lòng vì nhận nhầm đơn của người khác phải mất công đổi trả mình ghi nhận như vậy
RV0357,"Mình mua giày, thấy màu đẹp, bên bán hỗ trợ tốt.",Positive,no_issue,no,,normal,mình mua giày thấy màu đẹp bên bán hỗ trợ tốt
RV0358,"Dùng thử quần jean thì thấy không hoạt động, cần kiểm tra chất lượng kỹ hơn.",Negative,product_quality,no,,normal,dùng thử quần jean thì thấy không hoạt động cần kiểm tra chất lượng kỹ hơn
RV0359,"đèn học đẹp hơn mong đợi, giao nhanh, giá cũng hợp lý. Mình ghi nhận như vậy.",Positive,no_issue,no,,normal,đèn học đẹp hơn mong đợi giao nhanh giá cũng hợp lý mình ghi nhận như vậy
RV0360,"Hàng đúng mô tả nhưng giao quá chậm, shop phản hồi cũng chậm.",Negative,delivery,yes,customer_service,mixed_topic,hàng đúng mô tả nhưng giao quá chậm shop phản hồi cũng chậm
RV0361,"Đã dùng vài ngày, balo chất lượng tốt, không có lỗi gì.",Positive,no_issue,no,,normal,đã dùng vài ngày balo chất lượng tốt không có lỗi gì
RV0362,"đóng gói sơ sài, may là nồi chiên chưa hỏng hẳn.",Negative,packaging,no,,normal,đóng gói sơ sài may là nồi chiên chưa hỏng hẳn
RV0363,"Gói hàng ổn, ship khá nhanh, sản phẩm chắc chắn.",Positive,no_issue,no,,normal,gói hàng ổn ship khá nhanh sản phẩm chắc chắn
RV0364,"son đẹp hơn mong đợi, đóng đơn nhanh, giá cũng hợp lý. Mình ghi nhận như vậy.",Positive,no_issue,no,,normal,son đẹp hơn mong đợi đóng đơn nhanh giá cũng hợp lý mình ghi nhận như vậy
RV0365,"Mình hỏi về đồng hồ mà đổ lỗi cho khách, rất mất thời gian.",Negative,customer_service,no,,normal,mình hỏi về đồng hồ mà đổ lỗi cho khách rất mất thời gian
RV0366,"Mình cần dùng gấp mà shipper giao nhầm giờ, trải nghiệm không tốt. Mình ghi nhận như vậy.",Negative,delivery,no,,normal,mình cần dùng gấp mà shipper giao nhầm giờ trải nghiệm không tốt mình ghi nhận như vậy
RV0367,"sách bị lỗi nhẹ, nhưng vấn đề chính là tư vấn không rõ ràng.",Negative,customer_service,yes,product_quality,mixed_topic,sách bị lỗi nhẹ nhưng vấn đề chính là tư vấn không rõ ràng
RV0368,"Bao bì nhìn được nhưng sách màu bị phai, mình vẫn phải đánh giá thấp.",Negative,product_quality,yes,packaging,mixed_topic,bao bì nhìn được nhưng sách màu bị phai mình vẫn phải đánh giá thấp
RV0369,"Hàng chuẩn, đúng mô tả, người bán đổi trả rõ ràng nên mình hài lòng.",Positive,no_issue,no,,normal,hàng chuẩn đúng mô tả người bán đổi trả rõ ràng nên mình hài lòng
RV0370,"Cảm giác phí ship cao, giá trị nhận lại chưa ổn.",Negative,price,no,,normal,cảm giác phí ship cao giá trị nhận lại chưa ổn
RV0371,"sách đẹp hơn mong đợi, đóng đơn nhanh, giá cũng hợp lý.",Positive,no_issue,no,,normal,sách đẹp hơn mong đợi đóng đơn nhanh giá cũng hợp lý
RV0372,Mình không hài lòng vì bao bì rách khi nhận hàng.,Negative,packaging,no,,normal,mình không hài lòng vì bao bì rách khi nhận hàng
RV0373,"Gói hàng ổn, giao nhanh, sản phẩm hoạt động tốt. Mình ghi nhận như vậy.",Positive,no_issue,no,,normal,gói hàng ổn giao nhanh sản phẩm hoạt động tốt mình ghi nhận như vậy
RV0374,"giao sai size, bao bì lại còn bị rách.",Negative,wrong_item,yes,packaging,mixed_topic,giao sai size bao bì lại còn bị rách
RV0375,Mình đặt sạc dự phòng nhưng shop thiếu số lượng.,Negative,wrong_item,no,,normal,mình đặt sạc dự phòng nhưng shop thiếu số lượng
RV0376,................ Mình ghi nhận như vậy.,Neutral,spam_or_irrelevant,no,,random_text,mình ghi nhận như vậy
RV0377,Không có gì để nhận xét. #1090,Neutral,spam_or_irrelevant,no,,irrelevant,không có gì để nhận xét 1090
RV0378,"Rất thích khăn tắm, rất đáng tiền, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích khăn tắm rất đáng tiền phù hợp với nhu cầu
RV0379,"Gói hàng ổn, giao nhanh, sản phẩm dùng ổn.",Positive,no_issue,no,,normal,gói hàng ổn giao nhanh sản phẩm dùng ổn
RV0380,"Mình mua balo, thấy rất đáng tiền, shop nhắn tin lịch sự.",Positive,no_issue,no,,normal,mình mua balo thấy rất đáng tiền shop nhắn tin lịch sự
RV0381,"nhận nhầm đơn của người khác, không đúng với lựa chọn ban đầu. Mình ghi nhận như vậy.",Negative,wrong_item,no,,normal,nhận nhầm đơn của người khác không đúng với lựa chọn ban đầu mình ghi nhận như vậy
RV0382,sạc dự phòng thì tạm ổn nhưng đơn hàng giao thiếu thông báo.,Negative,delivery,no,,normal,sạc dự phòng thì tạm ổn nhưng đơn hàng giao thiếu thông báo
RV0383,"Mình hỏi về khăn tắm mà đổ lỗi cho khách, rất mất thời gian.",Negative,customer_service,no,,normal,mình hỏi về khăn tắm mà đổ lỗi cho khách rất mất thời gian
RV0384,"Mình mua đồng hồ, thấy vải đẹp, bên bán nhắn tin lịch sự.",Positive,no_issue,no,,normal,mình mua đồng hồ thấy vải đẹp bên bán nhắn tin lịch sự
RV0385,"thiếu số lượng, không đúng với lựa chọn ban đầu. Mình ghi nhận như vậy.",Negative,wrong_item,no,,normal,thiếu số lượng không đúng với lựa chọn ban đầu mình ghi nhận như vậy
RV0386,"đóng gói sơ sài, may là váy chưa hỏng hẳn.",Negative,packaging,no,,normal,đóng gói sơ sài may là váy chưa hỏng hẳn
RV0387,"Đã dùng vài ngày, máy xay đúng mô tả, không có lỗi gì.",Positive,no_issue,no,,normal,đã dùng vài ngày máy xay đúng mô tả không có lỗi gì
RV0388,Sản phẩm bên trong tạm ổn nhưng hộp ướt. Hy vọng lần sau tốt hơn.,Negative,packaging,no,,normal,sản phẩm bên trong tạm ổn nhưng hộp ướt hy vọng lần sau tốt hơn
RV0389,"Rất thích áo, chất lượng tốt, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích áo chất lượng tốt phù hợp với nhu cầu
RV0390,"Vấn đề lớn nhất là trễ hẹn nhiều ngày, mong shop cải thiện khâu giao hàng. Mình ghi nhận như vậy.",Negative,delivery,no,,normal,vấn đề lớn nhất là trễ hẹn nhiều ngày mong shop cải thiện khâu giao hàng mình ghi nhận như vậy
RV0391,"Nhận quần jean mà hộp ướt, nhìn rất thiếu chuyên nghiệp. Mình ghi nhận như vậy.",Negative,packaging,no,,normal,nhận quần jean mà hộp ướt nhìn rất thiếu chuyên nghiệp mình ghi nhận như vậy
RV0392,Với mức giá này thì mua sale nhưng vẫn đắt.,Negative,price,no,,normal,với mức giá này thì mua sale nhưng vẫn đắt
RV0393,"Nhận hàng xong mới thấy son không giống mô tả, không muốn mua lại.",Negative,product_quality,no,,normal,nhận hàng xong mới thấy son không giống mô tả không muốn mua lại
RV0394,Mua hộ nên không rõ sản phẩm ra sao. Đây là trải nghiệm cá nhân.,Neutral,spam_or_irrelevant,no,,not_used,mua hộ nên không rõ sản phẩm ra sao đây là trải nghiệm cá nhân
RV0395,"Khâu đóng gói kém, sản phẩm bị trầy do gói kém.",Negative,packaging,no,,normal,khâu đóng gói kém sản phẩm bị trầy do gói kém
RV0396,"Hàng đúng mô tả nhưng mã vận đơn cập nhật sai, shop phản hồi cũng chậm.",Negative,delivery,yes,customer_service,mixed_topic,hàng đúng mô tả nhưng mã vận đơn cập nhật sai shop phản hồi cũng chậm
RV0397,khăn tắm nhìn ngoài được nhưng thực tế dùng được một lúc là hỏng.,Negative,product_quality,no,,normal,khăn tắm nhìn ngoài được nhưng thực tế dùng được một lúc là hỏng
RV0398,"Gói hàng ổn, giao đúng hẹn, sản phẩm đúng mô tả.",Positive,no_issue,no,,normal,gói hàng ổn giao đúng hẹn sản phẩm đúng mô tả
RV0399,"son đẹp hơn mong đợi, giao đúng hẹn, giá cũng hợp lý. Mình ghi nhận như vậy.",Positive,no_issue,no,,normal,son đẹp hơn mong đợi giao đúng hẹn giá cũng hợp lý mình ghi nhận như vậy
RV0400,"Mình mua máy xay, thấy mùi dễ chịu, người bán hỗ trợ tốt.",Positive,no_issue,no,,normal,mình mua máy xay thấy mùi dễ chịu người bán hỗ trợ tốt
RV0401,"Hàng chuẩn, dùng ổn, người bán nhắn tin lịch sự nên mình hài lòng.",Positive,no_issue,no,,normal,hàng chuẩn dùng ổn người bán nhắn tin lịch sự nên mình hài lòng
RV0402,"Hàng chuẩn, đúng mô tả, shop phản hồi nhanh nên mình hài lòng.",Positive,no_issue,no,,normal,hàng chuẩn đúng mô tả shop phản hồi nhanh nên mình hài lòng
RV0403,"Mình thấy vừa mua xong đã giảm giá mạnh, nên chưa muốn mua lại. Mình ghi nhận như vậy.",Negative,price,no,,normal,mình thấy vừa mua xong đã giảm giá mạnh nên chưa muốn mua lại mình ghi nhận như vậy
RV0404,sạc dự phòng nhìn ngoài được nhưng thực tế dùng được một lúc là hỏng.,Negative,product_quality,no,,normal,sạc dự phòng nhìn ngoài được nhưng thực tế dùng được một lúc là hỏng
RV0405,"Gói hàng ổn, ship khá nhanh, sản phẩm dùng ổn.",Positive,no_issue,no,,normal,gói hàng ổn ship khá nhanh sản phẩm dùng ổn
RV0406,"đồng hồ đẹp hơn mong đợi, đóng đơn nhanh, giá cũng hợp lý.",Positive,no_issue,no,,normal,đồng hồ đẹp hơn mong đợi đóng đơn nhanh giá cũng hợp lý
RV0407,Mình đặt son nhưng shop đặt mẫu khác nhưng nhận mẫu này.,Negative,wrong_item,no,,normal,mình đặt son nhưng shop đặt mẫu khác nhưng nhận mẫu này
RV0408,"nồi chiên dùng ổn, nhận hàng sớm, hộp còn nguyên.",Positive,no_issue,no,,normal,nồi chiên dùng ổn nhận hàng sớm hộp còn nguyên
RV0409,"Mình hỏi về tai nghe mà xử lý khiếu nại lâu, rất mất thời gian.",Negative,customer_service,no,,normal,mình hỏi về tai nghe mà xử lý khiếu nại lâu rất mất thời gian
RV0410,"Mình mua tai nghe, thấy xài mượt, shop phản hồi nhanh.",Positive,no_issue,no,,normal,mình mua tai nghe thấy xài mượt shop phản hồi nhanh
RV0411,"chuột máy tính đẹp hơn mong đợi, giao đúng hẹn, giá cũng hợp lý.",Positive,no_issue,no,,normal,chuột máy tính đẹp hơn mong đợi giao đúng hẹn giá cũng hợp lý
RV0412,"Shop tư vấn được nhưng đóng gói sơ sài, không xứng với giá. Mình ghi nhận như vậy.",Negative,packaging,yes,price,mixed_topic,shop tư vấn được nhưng đóng gói sơ sài không xứng với giá mình ghi nhận như vậy
RV0413,"Khâu đóng gói kém, không có chống sốc.",Negative,packaging,no,,normal,khâu đóng gói kém không có chống sốc
RV0414,"Gói hàng ổn, giao đúng hẹn, sản phẩm chất lượng tốt.",Positive,no_issue,no,,normal,gói hàng ổn giao đúng hẹn sản phẩm chất lượng tốt
RV0415,"giao hàng không đúng phân loại, không đúng với lựa chọn ban đầu.",Negative,wrong_item,no,,normal,giao hàng không đúng phân loại không đúng với lựa chọn ban đầu
RV0416,................ Hy vọng lần sau tốt hơn.,Neutral,spam_or_irrelevant,no,,random_text,hy vọng lần sau tốt hơn
RV0417,"nồi chiên đúng mô tả, giao nhanh, bao bì sạch sẽ.",Positive,no_issue,no,,normal,nồi chiên đúng mô tả giao nhanh bao bì sạch sẽ
RV0418,"Rất thích mũ bảo hiểm, dùng ổn, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích mũ bảo hiểm dùng ổn phù hợp với nhu cầu
RV0419,Mình không hài lòng vì sản phẩm bị trầy do gói kém khi nhận hàng.,Negative,packaging,no,,normal,mình không hài lòng vì sản phẩm bị trầy do gói kém khi nhận hàng
RV0420,"Hàng chuẩn, xài mượt, cửa hàng hỗ trợ tốt nên mình hài lòng.",Positive,no_issue,no,,normal,hàng chuẩn xài mượt cửa hàng hỗ trợ tốt nên mình hài lòng
RV0421,mũ bảo hiểm thì tạm ổn nhưng đơn hàng mã vận đơn cập nhật sai.,Negative,delivery,no,,normal,mũ bảo hiểm thì tạm ổn nhưng đơn hàng mã vận đơn cập nhật sai
RV0422,Chưa dùng nên chưa biết chất lượng thế nào. #1084,Neutral,spam_or_irrelevant,no,,not_used,chưa dùng nên chưa biết chất lượng thế nào 1084
RV0423,"Gói hàng ổn, giao nhanh, sản phẩm chất lượng tốt.",Positive,no_issue,no,,normal,gói hàng ổn giao nhanh sản phẩm chất lượng tốt
RV0424,"Gói hàng ổn, ship khá nhanh, sản phẩm mùi dễ chịu.",Positive,no_issue,no,,normal,gói hàng ổn ship khá nhanh sản phẩm mùi dễ chịu
RV0425,"Hàng gì cũng được, cần xu. Mình ghi nhận như vậy.",Neutral,spam_or_irrelevant,no,,spam_xu,hàng gì cũng được cần xu mình ghi nhận như vậy
RV0426,"áo màu bị phai, mình khá thất vọng.",Negative,product_quality,no,,normal,áo màu bị phai mình khá thất vọng
RV0427,Chưa dùng nên chưa biết chất lượng thế nào. #1093,Neutral,spam_or_irrelevant,no,,not_used,chưa dùng nên chưa biết chất lượng thế nào 1093
RV0428,"Rất thích sạc dự phòng, mùi dễ chịu, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích sạc dự phòng mùi dễ chịu phù hợp với nhu cầu
RV0429,"Mình cần dùng gấp mà giao quá chậm, trải nghiệm không tốt. Đây là trải nghiệm cá nhân.",Negative,delivery,no,,normal,mình cần dùng gấp mà giao quá chậm trải nghiệm không tốt đây là trải nghiệm cá nhân
