id,review_text,cleaned_review,sentiment,issue,source
boost_neutral_0637,"gia re nen hoi mong, chap nhan duoc",gia re nen hoi mong chap nhan duoc,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0060,"hang nhan du, nhin kha on,",hang nhan du nhin kha on,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0645,"gia re nen hoi rong, chap nhan dc a",gia re nen hoi rong chap nhan dc a,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0281,"moi nhan hat dieu, dong goi cung duoc, chua test ky a",moi nhan hat dieu dong goi cung duoc chua test ky a,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0245,"den ngu nhin bth, can dung them moi biet 0:08",den ngu nhin bth can dung them moi biet 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0482,"form hoi co ban, dung tam on nha",form hoi co ban dung tam on nha,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0627,khau trang so voi gia thi tam nha,khau trang so voi gia thi tam nha,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0443,"dung thu sua rua mat thay bth, chx ket luan duoc 0:10",dung thu sua rua mat thay bth chx ket luan duoc 0 10,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0165,"moi nhan sac, mau cung on, can dung them moi biet 0:10",moi nhan sac mau cung on can dung them moi biet 0 10,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0227,"kiem so banh trang thi o muc tam, chua co gi noi bat 0:10",kiem so banh trang thi o muc tam chua co gi noi bat 0 10,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0557,duong may hoi nho nhung tong the tam a,duong may hoi nho nhung tong the tam a,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0480,"form hoi co ban, dong goi cx duoc nha",form hoi co ban dong goi cx duoc nha,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0492,"bong tai nhin dung loai, hoi binh thuong, van chap nhan dc nhe",bong tai nhin dung loai hoi binh thuong van chap nhan dc nhe,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0598,"banh trang nhin dung loai, hoi kho mo, van chap nhan duoc thoi",banh trang nhin dung loai hoi kho mo van chap nhan duoc thoi,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0414,"moi test so qua thay on, hoi kho mo mot chut",moi test so qua thay on hoi kho mo mot chut,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0099,"hang nhan du, nhin cung ok,",hang nhan du nhin cung ok,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0569,mau ngoai hoi khac anh sang nhung nhin cung tam 0:05,mau ngoai hoi khac anh sang nhung nhin cung tam 0 05,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0359,"moi test so qua thay on, hoi don gian mot chut",moi test so qua thay on hoi don gian mot chut,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0412,"moi test so qua thay on, hoi kho mo mot chut a",moi test so qua thay on hoi kho mo mot chut a,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0349,"binh nuoc khong qua xin nhung cx khong te, dung tam 0:05",binh nuoc khong qua xin nhung cx khong te dung tam 0 05,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0749,"boc hang co ban, chua dung san pham ben trong 0:10",boc hang co ban chua dung san pham ben trong 0 10,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0425,"kem duong khong qua xin nhung cung khong te, dung tam 0:10",kem duong khong qua xin nhung cung khong te dung tam 0 10,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0556,chat vai hoi nhat mau nhung tong the tam a,chat vai hoi nhat mau nhung tong the tam a,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0476,"sua tam mau nhin tam, chat lieu bth, chua co gi dac biet thoi",sua tam mau nhin tam chat lieu bth chua co gi dac biet thoi,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0765,cho du chu thoi nha,cho du chu thoi nha,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0606,voi tam gia nay thi minh thay bth nha,voi tam gia nay thi minh thay bth nha,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0083,"moi mo goi xem qua, dong goi cung duoc, chx khen che duoc nhieu thoi",moi mo goi xem qua dong goi cung duoc chx khen che duoc nhieu thoi,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0101,"kiem so vay thi o muc tam, chua co gi noi bat nha",kiem so vay thi o muc tam chua co gi noi bat nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0036,"tham nhin bth, hien tai chua thay gi ro nha",tham nhin bth hien tai chua thay gi ro nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0250,"vo dung co ban chac on, moi nhan nen chua danh gia ky 0:08",vo dung co ban chac on moi nhan nen chua danh gia ky 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0380,"chat luong tam on, de dung them roi tinh nhe",chat luong tam on de dung them roi tinh nhe,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0658,ly thuy tinh tien nao cua nay 0:10,ly thuy tinh tien nao cua nay 0 10,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0363,"dung thu ly thuy tinh thay bth, chua ket luan duoc",dung thu ly thuy tinh thay bth chua ket luan duoc,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0361,"cam len thay nhe, nhin cx ok, can dung them thoi",cam len thay nhe nhin cx ok can dung them thoi,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0044,"kiem so dep thi o muc tam, chx co gi noi bat 0:05",kiem so dep thi o muc tam chx co gi noi bat 0 05,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0008,"day deo nhin bth, can dung them moi biet 0:08",day deo nhin bth can dung them moi biet 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0053,"kiem so quan thi o muc tam, chua co gi noi bat nha",kiem so quan thi o muc tam chua co gi noi bat nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0175,"but highlight nhin bth, chua test ky a",but highlight nhin bth chua test ky a,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0770,nhan hang roi danh gia truoc 0:10,nhan hang roi danh gia truoc 0 10,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0003,"ao nhin bth, de dung them roi tinh",ao nhin bth de dung them roi tinh,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0488,form hoi rong nhung tong the tam,form hoi rong nhung tong the tam,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0714,"shipper giao nhu binh thuong, moi xem so qua a",shipper giao nhu binh thuong moi xem so qua a,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0544,"form hoi co ban, nhan du hang thoi",form hoi co ban nhan du hang thoi,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0434,"dung thu tai nghe thay bth, chx ket luan duoc 0:10",dung thu tai nghe thay bth chx ket luan duoc 0 10,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0190,"moi nhan kem duong, dung tam on, chua test ky thoi",moi nhan kem duong dung tam on chua test ky thoi,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0297,"kiem so tai nghe thi o muc tam, chx co gi noi bat a",kiem so tai nghe thi o muc tam chx co gi noi bat a,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0383,"chat luong tam on, moi nhan nen chua danh gia ky a",chat luong tam on moi nhan nen chua danh gia ky a,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0188,"ly thuy tinh dung co ban chac on, can dung them moi biet 0:10",ly thuy tinh dung co ban chac on can dung them moi biet 0 10,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0320,"tui nhin bth, chx test ky nhe",tui nhin bth chx test ky nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0533,"cap sac mau nhin tam, chat lieu bth, chua co gi dac biet 0:10",cap sac mau nhin tam chat lieu bth chua co gi dac biet 0 10,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0367,sac hoi lau nhung van dung duoc nhe,sac hoi lau nhung van dung duoc nhe,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0534,"form hoi co ban, giao hang binh thuong 0:10",form hoi co ban giao hang binh thuong 0 10,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0701,"don toi noi roi, giao hoi lau nhung van nhan du nhe",don toi noi roi giao hoi lau nhung van nhan du nhe,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0753,danh gia nhan xu thoi 0:10,danh gia nhan xu thoi 0 10,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0421,"cam len thay nhe, nhan du hang, can dung them 0:05",cam len thay nhe nhan du hang can dung them 0 05,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0734,"boc hang co ban, minh moi kiem tra so thoi",boc hang co ban minh moi kiem tra so thoi,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0405,"dung thu son thay bth, chua ket luan duoc",dung thu son thay bth chua ket luan duoc,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0048,"kiem so vay thi o muc tam, chua co gi noi bat 0:05",kiem so vay thi o muc tam chua co gi noi bat 0 05,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0595,kich thuoc hoi lech nhe so voi minh nghi nhung van dung dc nha,kich thuoc hoi lech nhe so voi minh nghi nhung van dung dc nha,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0366,"chat luong tam on, de dung them roi tinh a",chat luong tam on de dung them roi tinh a,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0397,son hoi nho nhung van dung duoc 0:08,son hoi nho nhung van dung duoc 0 08,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0062,"moi mo goi xem qua, giao hang binh thuong, chua khen che duoc nhieu nha",moi mo goi xem qua giao hang binh thuong chua khen che duoc nhieu nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0576,"khau trang nhin dung loai, hoi mong, van chap nhan duoc thoi",khau trang nhin dung loai hoi mong van chap nhan duoc thoi,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0002,"hang nhan du, cam len tam duoc, danh gia tam vay 0:08",hang nhan du cam len tam duoc danh gia tam vay 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0441,"cam len thay nhe, nhan du hang, can dung them",cam len thay nhe nhan du hang can dung them,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0688,"don toi noi roi, ship ko nhanh cung ko qua cham a",don toi noi roi ship ko nhanh cung ko qua cham a,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0247,"kiem so tui thi o muc tam, chua co gi noi bat",kiem so tui thi o muc tam chua co gi noi bat,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0617,"mua luc sale nen thay tam on, chx danh gia lau dai",mua luc sale nen thay tam on chx danh gia lau dai,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0052,"kiem so sua rua mat thi o muc tam, chua co gi noi bat nha",kiem so sua rua mat thi o muc tam chua co gi noi bat nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0070,"binh nuoc nhin bth, chua test ky",binh nuoc nhin bth chua test ky,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0733,"dong goi k dep lam nhung hang van on, chua dung san pham ben trong",dong goi k dep lam nhung hang van on chua dung san pham ben trong,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0496,kich thuoc hoi lech nhe so voi minh nghi nhung van dung dc 0:05,kich thuoc hoi lech nhe so voi minh nghi nhung van dung dc 0 05,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0344,"chat luong tam on, chua test ky",chat luong tam on chua test ky,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0081,"moi nhan hop dung, nhin cx ok, chx dung lau nen chx biet",moi nhan hop dung nhin cx ok chx dung lau nen chx biet,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0294,"hang nhan du, dung tam on, 0:05",hang nhan du dung tam on 0 05,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0171,"kiem so hop dung thi o muc tam, chua co gi noi bat 0:05",kiem so hop dung thi o muc tam chua co gi noi bat 0 05,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0608,hat dieu tien nao cua nay,hat dieu tien nao cua nay,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0741,"boc hang co ban, mk moi kiem tra so",boc hang co ban mk moi kiem tra so,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0117,"moi mo goi xem qua, nhan du hang, chx khen che duoc nhieu 0:08",moi mo goi xem qua nhan du hang chx khen che duoc nhieu 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0498,kich thuoc hoi lech nhe so voi mk nghi nhung van dung duoc nha,kich thuoc hoi lech nhe so voi mk nghi nhung van dung duoc nha,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0470,mau ngoai hoi khac anh sang nhung nhin cung tam nha,mau ngoai hoi khac anh sang nhung nhin cung tam nha,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0343,"dung thu khau trang thay bth, chua ket luan duoc 0:08",dung thu khau trang thay bth chua ket luan duoc 0 08,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0275,"moi nhan tham, nhan du hang, de dung them roi tinh 0:08",moi nhan tham nhan du hang de dung them roi tinh 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0176,"kiem so vo thi o muc tam, chua co gi noi bat nha",kiem so vo thi o muc tam chua co gi noi bat nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0389,"moi test so qua thay on, hoi nhe mot chut 0:05",moi test so qua thay on hoi nhe mot chut 0 05,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0339,"chat luong tam on, chx test ky 0:10",chat luong tam on chx test ky 0 10,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0451,kem duong hoi nho nhung van dung duoc nhe,kem duong hoi nho nhung van dung duoc nhe,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0725,"tui goi don gian, mk moi kiem tra so thoi",tui goi don gian mk moi kiem tra so thoi,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0071,"moi nhan sua tam, dong goi cung duoc, hien tai chua thay gi ro nhe",moi nhan sua tam dong goi cung duoc hien tai chua thay gi ro nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0059,"kho ga nhin bth, chua test ky",kho ga nhin bth chua test ky,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0763,hinh anh chi mang tinh nhan xu,hinh anh chi mang tinh nhan xu,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0774,hinh anh chi mang tinh nhan xu 0:10,hinh anh chi mang tinh nhan xu 0 10,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0173,"moi mo goi xem qua, mau cx on, chx khen che duoc nhieu nhe",moi mo goi xem qua mau cx on chx khen che duoc nhieu nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0079,"kiem so but highlight thi o muc tam, chua co gi noi bat nha",kiem so but highlight thi o muc tam chua co gi noi bat nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0430,"cam len thay nhe, nhin cung ok, can dung them a",cam len thay nhe nhin cung ok can dung them a,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0157,"kiem so ke nho thi o muc tam, chx co gi noi bat nhe",kiem so ke nho thi o muc tam chx co gi noi bat nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0563,"banh trang mau nhin tam, chat lieu bth, chua co gi dac biet 0:08",banh trang mau nhin tam chat lieu bth chua co gi dac biet 0 08,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0158,"moi nhan sua rua mat, giao hang binh thuong, can dung them moi biet",moi nhan sua rua mat giao hang binh thuong can dung them moi biet,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0600,"form hoi co ban, dong goi cung duoc a",form hoi co ban dong goi cung duoc a,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0296,"hang nhan du, nhan du hang, danh gia tam vay 0:10",hang nhan du nhan du hang danh gia tam vay 0 10,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0287,"kiem so ao thi o muc tam, chua co gi noi bat 0:05",kiem so ao thi o muc tam chua co gi noi bat 0 05,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0269,"kiem so bong tai thi o muc tam, chua co gi noi bat",kiem so bong tai thi o muc tam chua co gi noi bat,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0427,mieng dan hoi don gian nhung van dung duoc 0:10,mieng dan hoi don gian nhung van dung duoc 0 10,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0372,"cam len thay nhe, nhan du hang, can dung them 0:08",cam len thay nhe nhan du hang can dung them 0 08,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0388,"ly thuy tinh khong qua xin nhung cung khong te, dung tam 0:08",ly thuy tinh khong qua xin nhung cung khong te dung tam 0 08,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0201,"dep nhin bth, moi xem so qua",dep nhin bth moi xem so qua,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0001,"den ngu nhin bth, moi nhan nen chua danh gia ky 0:08",den ngu nhin bth moi nhan nen chua danh gia ky 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0364,"dung thu vo thay bth, chua ket luan duoc nha",dung thu vo thay bth chua ket luan duoc nha,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0752,video khong lien quan nha a,video khong lien quan nha a,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0056,"kiem so khan thi o muc tam, chua co gi noi bat thoi",kiem so khan thi o muc tam chua co gi noi bat thoi,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0477,bao bi hoi don gian nhung tong the tam a,bao bi hoi don gian nhung tong the tam a,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0027,"hang nhan du, nhin cung ok, tam de 4 sao",hang nhan du nhin cung ok tam de 4 sao,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0404,quat mini hoi mong nhung van dung dc 0:10,quat mini hoi mong nhung van dung dc 0 10,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0244,"moi nhan kem duong, dong goi cung duoc, moi nhan nen chua danh gia ky 0:10",moi nhan kem duong dong goi cung duoc moi nhan nen chua danh gia ky 0 10,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0420,"cam len thay nhe, giao hang binh thuong, can dung them 0:08",cam len thay nhe giao hang binh thuong can dung them 0 08,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0093,"vo nhin bth, moi xem so qua 0:05",vo nhin bth moi xem so qua 0 05,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0444,"but highlight k qua xin nhung cx k te, dung tam",but highlight k qua xin nhung cx k te dung tam,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0718,"hop ngoai hoi mop nhe nhung hang ben trong on, minh moi kiem tra so",hop ngoai hoi mop nhe nhung hang ben trong on minh moi kiem tra so,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0197,"kho ga dung co ban chac on, chx dung lau nen chx biet nha",kho ga dung co ban chac on chx dung lau nen chx biet nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0736,"dong goi khong dep lam nhung hang van on, nhan hang binh thuong",dong goi khong dep lam nhung hang van on nhan hang binh thuong,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0731,"bao bi tam duoc, minh moi kiem tra so",bao bi tam duoc minh moi kiem tra so,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0685,"giao hoi lau nhung van nhan du, de dung them roi tinh",giao hoi lau nhung van nhan du de dung them roi tinh,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0196,"moi mo goi xem qua, dung tam on, chua khen che duoc nhieu a",moi mo goi xem qua dung tam on chua khen che duoc nhieu a,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0182,"moi nhan hat dieu, nhin cung ok, chua dung lau nen chua biet 0:08",moi nhan hat dieu nhin cung ok chua dung lau nen chua biet 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0777,danh gia nhan xu thoi nha,danh gia nhan xu thoi nha,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0119,"khan dung co ban chac on, hien tai chx thay gi ro nha",khan dung co ban chac on hien tai chx thay gi ro nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0233,"vo nhin bth, hien tai chua thay gi ro a",vo nhin bth hien tai chua thay gi ro a,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0076,"sua tam nhin bth, moi xem so qua thoi",sua tam nhin bth moi xem so qua thoi,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0762,video khong lien quan nha 0:08,video khong lien quan nha 0 08,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0355,"moi test so qua thay on, hoi long leo nhe mot chut a",moi test so qua thay on hoi long leo nhe mot chut a,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0485,"form hoi co ban, cam len tam duoc 0:05",form hoi co ban cam len tam duoc 0 05,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0505,kich thuoc hoi lech nhe so voi minh nghi nhung van dung duoc nhe,kich thuoc hoi lech nhe so voi minh nghi nhung van dung duoc nhe,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0481,bao bi hoi lau nhung tong the tam,bao bi hoi lau nhung tong the tam,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0322,"moi test so qua thay on, hoi lau mot chut",moi test so qua thay on hoi lau mot chut,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0069,"moi nhan tai nghe, mau cung on, hien tai chua thay gi ro 0:08",moi nhan tai nghe mau cung on hien tai chua thay gi ro 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0092,"moi nhan day deo, nhin cung ok, moi nhan nen chua danh gia ky a",moi nhan day deo nhin cung ok moi nhan nen chua danh gia ky a,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0394,"day deo khong qua xin nhung cung khong te, dung tam 0:08",day deo khong qua xin nhung cung khong te dung tam 0 08,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0792,"shop xac nhan don nhu binh thuong, san pham chua test ky",shop xac nhan don nhu binh thuong san pham chua test ky,neutral,seller_service,ai_neutral_train_boost_v3
boost_neutral_0181,"sua rua mat dung co ban chac on, can dung them moi biet 0:10",sua rua mat dung co ban chac on can dung them moi biet 0 10,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0771,hinh anh chi mang tinh nhan xu 0:05,hinh anh chi mang tinh nhan xu 0 05,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0479,kich thuoc hoi lech nhe so voi mk nghi nhung van dung dc nhe,kich thuoc hoi lech nhe so voi mk nghi nhung van dung dc nhe,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0661,"tien nao cua nay, chat luong can dung them moi biet 0:10",tien nao cua nay chat luong can dung them moi biet 0 10,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0499,"hop dung mau nhin tam, chat lieu bth, chx co gi dac biet",hop dung mau nhin tam chat lieu bth chx co gi dac biet,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0350,"moi test so qua thay on, hoi kho mo mot chut nhe",moi test so qua thay on hoi kho mo mot chut nhe,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0655,kem duong tien nao cua nay nhe,kem duong tien nao cua nay nhe,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0163,"vay dung co ban chac on, can dung them moi biet nha",vay dung co ban chac on can dung them moi biet nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0433,"dung thu kho ga thay bth, chx ket luan duoc 0:10",dung thu kho ga thay bth chx ket luan duoc 0 10,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0721,"dong goi ko dep lam nhung hang van on, nhan hang bth nhe",dong goi ko dep lam nhung hang van on nhan hang bth nhe,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0121,"khan nhin bth, moi xem so qua",khan nhin bth moi xem so qua,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0471,"day deo mau nhin tam, chat lieu bth, chua co gi dac biet a",day deo mau nhin tam chat lieu bth chua co gi dac biet a,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0057,"moi mo goi xem qua, nhan du hang, chua khen che duoc nhieu a",moi mo goi xem qua nhan du hang chua khen che duoc nhieu a,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0087,"kem duong nhin bth, de dung them roi tinh nha",kem duong nhin bth de dung them roi tinh nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0337,"dung thu vo thay bth, chua ket luan duoc 0:10",dung thu vo thay bth chua ket luan duoc 0 10,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0453,khan hoi nhat mau nhung van dung duoc a,khan hoi nhat mau nhung van dung duoc a,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0732,"dong goi k dep lam nhung hang van on, chua dung sp ben trong a",dong goi k dep lam nhung hang van on chua dung sp ben trong a,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0593,kich thuoc hoi lech nhe so voi mk nghi nhung van dung duoc thoi,kich thuoc hoi lech nhe so voi mk nghi nhung van dung duoc thoi,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0647,"so voi gia thi tam, chat luong can dung them moi biet nhe",so voi gia thi tam chat luong can dung them moi biet nhe,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0715,"don toi noi roi, thoi gian giao tam chap nhan",don toi noi roi thoi gian giao tam chap nhan,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0440,hat dieu hoi binh thuong nhung van dung dc,hat dieu hoi binh thuong nhung van dung dc,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0530,am thanh hoi rong nhung tong the tam,am thanh hoi rong nhung tong the tam,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0416,"vo khong qua xin nhung cx khong te, dung tam nha",vo khong qua xin nhung cx khong te dung tam nha,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0403,ao hoi nho nhung van dung duoc 0:10,ao hoi nho nhung van dung duoc 0 10,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0031,"moi nhan sua rua mat, giao hang binh thuong, de dung them roi tinh 0:08",moi nhan sua rua mat giao hang binh thuong de dung them roi tinh 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0663,voi tam gia nay thi minh thay bth nhe,voi tam gia nay thi minh thay bth nhe,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0317,"moi mo goi xem qua, mau cung on, chua khen che duoc nhieu nhe",moi mo goi xem qua mau cung on chua khen che duoc nhieu nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0599,mui huong hoi nho nhung tong the tam,mui huong hoi nho nhung tong the tam,neutral,product_attribute,ai_neutral_train_boost_v3
