review_text,sentiment_label,issue_label
Chất lượng: mới mua chưa đá trận nào banh đã bị méo Sản phẩm: Hàng lỗi hoặc bị hư hỏng ko hài lòng mới sản xuất,negative,damaged_defective
"Chất lượng sản phẩm: giởm đá tí đã đứt chỉ ko nên mua , đá chơi chơi tập ở nhà thì đc",negative,damaged_defective
Đúng với mô tả: ko giống với quảng cáo cho lắm Chất lượng sản phẩm: tệ Đá 1 lúc là banh xì phải bơm đi bơm lại mệt đúng tệ luôn mình khuyên các bạn nên ra ngoài chợ mà mua banh còn ok hơn,negative,product_quality
Chất lượng sản phẩm: kém Đúng với mô tả: ko vừa ra sân đá mấy quả đã hỏng,negative,damaged_defective
Sản phẩm: Sản phẩm chất lượng kém Bóng mới về vừa đá chưa được 30 phút đã chị rách da bóng nhẹ nói chung là chất lượng kém,negative,damaged_defective
"Độ nảy: ok Chất lượng: nhanh hỏng Vừa nhận hàng xong bơm đá đc 1 lúc rồi để đấy thì lại hết hơi,tệ",negative,damaged_defective
Chất lượng sản phẩm: 0/0 Đúng với mô tả: hàng về lỗi sủng bịp Tôi rất hối hận vì đã chờ nhiều ngày mà shop giao về bóng sủng yêu cầu shop khắc phục,negative,damaged_defective
"Đã dặn shop kiểm tra kỹ trước khi giao. Thế mà vẫn giao thiếu bơm và kim. Nhắn tin cho shop bảo giao bù mà chả thấy đâu. Bóng thì cứng, k được êm. Mn k nên mua",positive,no_issue
Đúng với mô tả: không đúng như mô tả Chất lượng sản phẩm: kém Gửi bóng lỗi bị méo,negative,damaged_defective
Chất lượng sản phẩm: tệ Đúng với mô tả: ko Dỏm đá xíu rách da ko bt đá lâu như nào nữa bán hàng có tâm xíu đi,negative,damaged_defective
Đúng với mô tả: ko Hơi kém chỉ khâu không chắc,negative,product_quality
Độ nảy: nhẹ tênh Chất lượng: dễ bung Sản phẩm: Sản phẩm chất lượng kém Đang bơm tự nhiên phát nổ quá nguy hiểm,negative,damaged_defective
Đúng với mô tả: đúng Chất lượng sản phẩm: không tốt Bóng này em tôi mới lớp 4 mà đá được hai bữa thôi mà chỉ bị bung hết. Nói chung là tệ,positive,no_issue
"Chất lượng sản phẩm: dùng được 2 ngày bung chỉ bong vỏ bên ngoài Đúng với mô tả: banh đẹp,quá méo",positive,no_issue
"Độ nảy: quá nhẹ Chất lượng: kém, sút mấy lượt đã thủng",negative,material_comfort
Đúng với mô tả: bóng mua 3 ngày bơm lên chỉ đứt,negative,damaged_defective
"Mùi hương: tot Chất lượng sản phẩm: tot Đối tượng sử dụng: tot 🎉Cuộc thi “VỊ CHẤT BẠN TẠO"" của AFC nay đã đến vòng chung kết với màn chào sân của TOP 5 VỊ BÁNH ĐƯỢC YÊU THÍCH NHẤT! 🎁Ai là chủ nhân đằng sau vị bánh quán quân cùng cơ hội",negative,damaged_defective
"Hàng giao sai mẫu, hỏng hóc, gương vỡ. Mình đã thiện chí nhắn tin trước khi đánh giá nhưng shop trả lời rất vô trách nhiệm và không giải quyết vấn đề. Mọi người nên tẩy chai shop này!",negative,wrong_missing_item
"Sản phẩm đóng gói cực kỳ tệ, giao đến tay khách hàng toàn bể vỡ, sản phẩm thì giao sai mẫu, đồ nhựa dễ vỡ mà dùng bịch đen để đóng gói sơ sài, tốn thời gian yêu cầu trả hàng, ai có ý định đặt hàng đồ nhựa và các sp bên shop này thì nên cân nhắc để tránh bực mình, giá rẻ hơn các shop khác nhưng đổi lại là nhận đồ bể, rước thêm sự bực mình vào người",negative,packaging
"Đã nhận được sản phẩm đúng như mình đặt mua, nhưng sản phẩm không còn nguyên vẹn và bị dính dơ, nước chảy tùm lum, có mùi hôi",negative,damaged_defective
Hàng giao bị thiếu sản phẩm..bị bể..shop chỉ *xin chân thành xin lỗi anh chị* và hướng dẫn trả hàng hoàn tiền..mình có nói mình đặt thêm shop giao bù món thiếu và đổi lại hàng bể..shop bảo k có dịch vụ đó..lần thứ 2 bị giao hàng thiếu cùng 1 shop..lần trc mình k có video nên k nói đc,negative,damaged_defective
Mình thật sự là một người mua khá dễ tính. Nhưng thật sự không thông cảm được khi shop bán những sản phẩm bọc rất bẩn nhìn rất dơ và cũ mà vẫn còn giao cho khách hàng. Không an toàn cho khách hàng vì sản phẩm sài trực tiếp lên da,negative,packaging
"shop bán giá thì cũng rẻ nhưng tệ gói hàng rất sơ xài,mặc dù mình đã nt riêng là gói chống sốc dùm mình nhưng ko gói,gói hàng xơ sài vô cùng ,đến được tay mình thì kệ dép đã bị móp méo và bể",negative,packaging
"Không có hình ảnh , nhưng shop giao thiếu hàng mng ạ , thấy nhiều người nói giao thiếu hàng mà giờ mình bị mình mới tin👍",negative,wrong_missing_item
"Chất lượng sản phẩm: cb nhận hàng mà lòng chẳng thấy hài lòng một chút nào, móp, thau bể r sao sử dụng",negative,packaging
"Xác nhận thì lâu, giao hàng nhanh nhưng hàng quá kém đồ dỏm, đặt 4 hỏng 2 thì xài đc cái gì? Mọi người mua hàng xem xét lại nhé",negative,damaged_defective
Giao thiếu hàng. Shop trả lời tin nhắn rất chậm. Sẽ không bao giờ mua lại,negative,wrong_missing_item
"Mua hàng trên sp nhiều rồi mà đây là lần đầu tiên phải đánh giá 1s. Shop làm ăn quá tệ, GH thiếu nhưng ko giao thêm mà hoàn tiền về ví sp để khách rút ra thì phải mất 11k tiền phí. ngta đặt hàng đợi tận 15 ngày là để nhận hàng chứ ko phải để nhận lại tiền đã vậy còn bị hao hụt. Mìh đặt tận 20sp mà v",negative,damaged_defective
"Giao sai hàng, có nhắn tin riêng nhưng cũng chả hỗ trợ được gì. Mua 5 món giao sai 2 món, khi nhắn riêng thì shop báo trả hàng hoàn tiền trong khi mình chỉ muốn đổi lại 2 món giao sai thôi",negative,wrong_missing_item
"Shop giao thiếu hàng, khiếu nại ko dc giải quyết. Món hàng nhỏ ko đáng bao nhiêu tiền nhưng shop làm vậy mất uy tín quá. Ko bao giờ mua lại lần 2 . Sản phẩm kém chất lượng ko giống trong hình ảnh.👎",negative,wrong_missing_item
Giao thiếu đèn ngủ và 2 quyển sổ. Shop xem thì trả lời tin nhắn cho mình. Tiền trả hết đơn hàng nhưng lại giao thiếu. Không tl tn là sao ??,negative,wrong_missing_item
"Một trong ít sản phẩm giữ lại (sau khi trả hàng gần 1 nửa) thì dùng lần đầu tiên là gãy luôn. Rất ít khi trả hàng vì trả hàng lúc nào cũng mất tiền nhưng nhận hàng của shop này mở ra rất bực buộc phải trả. Đừng nói hàng rẻ thì chịu vì ng mua ai cũng muốn săn hàng rẻ, còn shop bán phải trung thực",positive,damaged_defective
Chất lượng sản phẩm: giao sai hoàn toàn.đồ dỏm kg Kg nên mua nha mọi người..đặt món này giao món nọ..mà toàn đồ dỏm kg à,negative,wrong_missing_item
Quá dỏm. Rẻ nhưng bì đã lủng còn dán keo nến lại nữa chứ. Bó tay shop luôn,negative,damaged_defective
Đóng gói sơ sài giao về móp méo tùm lum còn bị rách ở bên ngoài đồ ở trong thì gãy bỏ tiền ra mua nhưng nhận về thì k thể sài được. Chuẩn bị hàng rất là lâu và giao thiếu đồ nữa thiếu rất là nhiều,negative,packaging
"chưa nói đến sp . Vì rẻ nên chát luog cug tạm - nhug rất chê về vấn đề đóg gói sp. Quá cẩu thả và k chuyên nghiệp ! -mặc du mjnh mua cả thùng . 30 gòi .. mà nhu mua vài gói . Dóng hag lỏng lẻo . Ko dog gói cân thận - giấy xô nhau , méo mó, giấy ướt ben trong cug xô theo ( vì giáy bên trong rất ít) goi bé",negative,damaged_defective
"Kho còn hàng mình đặt ok nhưng shop báo hết hàng vẫn gửi thiếu hàng,dù shop hoàn tiền nhưng mình ko hài lòng,shop nên ib báo khách",negative,wrong_missing_item
"Giao thiếu hàng, thời gian giao hàng lâu. Bọc hàng ẩu, khay giấy bạc mua về bị bóp méo hết k sử dụng được, thìa cũng cong vênh. Không bao giờ mua lại lần sau. Quá thất vọng",negative,packaging
"Giao thiếu sản phẩm rao cạo râu cần thiết gọi và nhắn tin 1 tuần thì không được hỗ trợ bất cứ gì , tờ giấy thì ghi rõ ràng là hoàn tiền nhưng không hoàn tiền",negative,wrong_missing_item
Giao hàng thiếu.nt ko trả lời.nói chung ko nên mua,negative,seller_service
"Shop chuẩn bị hàng quá tệ phải có 0 sao là cho luôn rồi , thấy sp rẻ đặt 5 món giao không đủ ib thì không reply , hên là chỉ có vài chục nghìn nhưng làm ăn vậy không uy tín rồi",negative,damaged_defective
Không hiểu shop làm ăn kiểu gì luôn á. Thấy rẻ nên mua đâu ngờ là hàng rẻ mà đóng gói tệ vậy đâu trời. Sợ thật không dám mua lần sau,positive,no_issue
Tệ giao thiếu 4sp nhưng chỉ hoàn tiền 3 ăn chăn 1 sp tuy không nhiều nhưng mọi người không nên mua shop này,positive,wrong_missing_item
Chất lượng sản phẩm: tệ Mua loại tốt giao qua loại 2- và 3 là sao buôn bán lừa gạt,negative,product_quality
"Chất lượng sản phẩm: ổn Kệ nhìn chung ổn gia rẻ , nhựa dẻo nen khi lắp k bi bể như nhug shop khác ,,moi ng nên mua ạ",positive,no_issue
"Chất lượng sản phẩm: mỏng hơn mong đợi, chỉ treo đc vật nhẹ, treo vật nặng là 1 thgian sẽ gãy và rớt",negative,damaged_defective
"Bận quá hôm nay mới đánh giá shop, mua nhiều qua mạng rồi mà lần đầu tiên thấy được một shop chuyên nghiệp, uy tín , không có hàng gởi kèm tiền vào một tờ giấy ghi chú đàng hoàng dù chỉ có 15k. Bao nhiêu thôi cũng đáng mua hàng của shop. Hàng hoá thì quá ok",positive,no_issue
"Giao hàng nhanh, đóng gói không biết có kỹ không nhưng khi nhận hàng thì thấy rách không biết do vận chuyển hay gì mở ra thì thấy ẩm ướt. Nhưng không sao chỉ có sáp hoa thơm bị mở bể ra như đã qua sử dụng ý. Hi vọng lần sau shop có thể gói kỹ hơn chút",negative,shipping_delivery
Sản phẩm mới nhưng cả 2 bịch mua đều bị rách các lỗ nhỏ Chưa sử dụng chưa biết nữa,negative,damaged_defective
"Chất lượng sản phẩm tốt, đúng như mong đợi, nhưng đóng gói sản phẩm thô sơ nên bị bể 1 túi, bột bị rớt ra ngoài",negative,packaging
"Giao đủ số lượng, hàng như hình nhưng đóng gói ọp ẹp quá, bóc hàng không khéo chắc rách hàng bên trong luôn",negative,packaging
Sippee dễ thương .mọi thứ đều ok 👌nhưng cái rổ bể như vậy sao xài,negative,damaged_defective
"Đã nhận đc hàng , nhưng shop gói hàng kg kỹ để vận chuyển làm gãy mất 2 cây viết",negative,shipping_delivery
"Chất lượng sản phẩm: chưa sd Hàng đóng giống hàng, shop đóng hàng rất lâu, chậm, có đặt thêm hộp 4 ngăn shop đưa hàng rất dơ bị bể, soạn hàng không có trách nhiệm cho lắm, thấy shop cũng chấp nhận hoàn",negative,packaging
"Giao hàng nhanh, thảm lông mềm, hơi bé và bẩn, nhìn giống thảm cũ",negative,material_comfort
"Ok, thảm hút tốt, vậy thôi :v, mà trừ 1 sao bù vì đơn hàng giao chậm với mỏ hàn dùng 30' đã hư cmnr",negative,shipping_delivery
Sản phẩm giống mô tả. Nhưng giao màu hồng nhạt mau dơ. Đóng gói sản phẩm chắc chắn. Thời gian giao hàng chậm,negative,packaging
Thảm bên ngoài mùi hôi lắm và ko sáng đẹp dày dặn được như hình mô tả =.=,negative,damaged_defective
Giao hàng hơi chậm và thiếu hàng nhưng bù lại sp ok chất lượng nên đánh giá 4 sao,negative,shipping_delivery
Dẻ lau mỏng hơn mình nghĩ. Không êm chân lắm do cục bông thưa và ít,positive,no_issue
Chất lượng sản phẩm: tạm đc Đúng với mô tả: chỉ có cái thớt k đúng mô tả Tất cả sp trừ thớt nhựa là k ưng. K nghĩ là thớt j bé như bàn tay mà shop giao đc,positive,no_issue
Chất lượng sản phẩm: ok Đúng với mô tả: đúng như mô tả Ok những chỉ lổi là giá trên bát bể mất một chân không lắp được cái giá đứng không vững,negative,damaged_defective
"Mùi hương: ko mùi Công dụng: máy mác sa nhẹ, cảm giác tê tê như có luồn điện, với giá cả này thì ok, nhỏ gọn đơn giản dễ sài",negative,damaged_defective
Mùi hương: có mùi nhựa Công dụng: giúp massage Shop gì mà không tư vấn kỹ càng gì hết tôi nhắn và số 0 trả lời để bị trừ 2 sau sản phẩm thì dùng ok nhưng tôi nói sớm nghe nè shop nàng trả lời tin nhắn của khách hàng nha shop ơi,negative,damaged_defective
"Mùi hương: không Công dụng: massage Shop đóng gói rất cẩn thận. Giao hàng nhanh, đúng mẫu và số lượng. Sản phẩm có thiết kế đẹp, tốt cho sức khỏe. Tất cả còn nguyên vẹn khi nhận. Đặt 10 cái, chỉ có 9 cái hoạt động được, 1 cái không lên nguồn",positive,no_issue
"Công dụng: .. Mùi hương: .. Như bị điện giật ngay cả dùng mức nhẹ nhàng nhất Phí tiền, k phù hợp với mình",negative,damaged_defective
Đã nhận được hàng nhưng hàng chán quá không dính toàn bị bong ra thôi nhưng giá rẻ chả đáng là bao nhiêu nên thôi cũng không trả hàng,negative,damaged_defective
Mùi hương: k Công dụng: . Mua miếng dán mà đuoqc tặngg thêm cái máy shop này hay uy tín quá:)),negative,damaged_defective
Mùi hương: không mùi Công dụng: chế độ OK. nhưng chưa biết có OK và giảm đau mỏi không vì moi dùng chưa rõ Giao hàng nhanh sản phẩm chưa dùng chưa biết .. và độ bền thì không rõ.. hàng được gói cẩn thận,positive,damaged_defective
"Sao cảm giác như bị giật điện vậy nhỉ mà kiểu như gai chích ấy, cảm giác ko êm, ko thoải mái",positive,no_issue
Công dụng: tốt Mùi hương: tốt Kêmdn d được không biết đợt này mình có nhập hàng gì không ạ a ot,positive,no_issue
Mùi hương: không có Công dụng: dán Miênhs dán khá ok dumg 1laanf là bỏ à vì miếng bên trong dễ bị bẩn lắm,negative,damaged_defective
Mùi hương: máy sử dụng tốt nhưng miếng dán lại k dính được như trên clip quảng cáo,negative,damaged_defective
"Công dụng: massage Mùi hương: bình thường Ok đấy nhưng mà dán không dính nhé, dính không chắc",negative,damaged_defective
Hỏng 1c 1 cái dùng đc cái dùng đc cx thích,negative,damaged_defective
Máy k hợp với gd mình.kiểu xung điện gây khó chịu ..mình thử k hạp..cha mẹ mình cũng k xài dc..thấy mọi người đánh giá tốt. Mà mua về xài k dc..kiểu k hợp á..giật giật gây khó chịu..chứ k phải kiểu mass thông thường. Trông bữa jo mà nhận hàng bùn quá,negative,damaged_defective
Mùi hương: không mùi Công dụng: Masan Cũng được moi dùng thử cũng thấy nó ok nhưng mua về cắm sạc không thay vào pin hơi thất vọng 🤦,negative,damaged_defective
Công dụng: xoa bóp Mùi hương: ko mùi Mình chưa biết sd như nào nhẹ lắm chả có tác dụng gì hơi rung rung thôi. Hình ảnh mang tính chất nhận xu,negative,damaged_defective
Mùi hương: bth Công dụng: mát xa nma không như minh hoạ,negative,damaged_defective
Công dụng: không Mùi hương: ko tôi ko thích quà tặng khẩu trang tôi muốn massage sung điện cổ vai gáy cơ,negative,damaged_defective
Cảm giác như điện giật rất khó chịu. Mình thử cho mình và bạn mình đều không dám dùng tiếp. Các bạn cân nhắc khi mua. Mình chỉ để 3 sao vì dịch vụ khách hàng shop vẫn tốt,neutral,spam_irrelevant
"Như hình , nhưng shop giao thiếu mình mấy miếng dáng massa , mình mua 3 miếng và 1 máy , shop giao 1 miếng và 1 máy , shop chú ý lại giúp mình nhé",negative,wrong_missing_item
Mùi hương: bt Công dụng: bt Chân sạc kg tốt lắm. Chập chờn,negative,damaged_defective
Công dụng: massage Mùi hương: có nhẹ Ko ưng cho lắm nha Nhưng nói chung là tiền nào của nấy,positive,damaged_defective
Mùi hương: bình thường Công dụng: massage Hàng có rất nhiều lỗi nhưng khi nhắn tin với shop shop cứ kiểu như là tl cho có chứ không giải đáp thắc mắc của mình,negative,damaged_defective
"Mùi hương: ko mùi Công dụng: không được tốt lắm Dùng chỉ thấy tê với cảm giác đau và nhứt,không có cảm giác thoải mái khi dùng",positive,no_issue
"Tiền nào của đấy, hàng rẻ nên vừa xỏ đã rách r, may mua có 1 đôi ko thì phí tiênf",positive,no_issue
"Mỏng , ko vừa size với nam giới , khi đeo vào chả khác gì giống tất quần của nữ giới cả",negative,size_fit
Chất liệu: vải mỏng Màu sắc: đẹp Đúng với mô tả: k đúng với mô tả. Mua 2 loại.1 loại đắt 1 loại rẻ mà lại gửi 1 loại rẻ thôi.vải mỏng nữa,positive,no_issue
"Đúng với mô tả: không Chất liệu: rất rất mỏng Màu sắc: như hình Vừa ngắn vừa mỏng, không thể chống nắng được, mang vào tay giống như vớ da. Chán",positive,no_issue
Màu sắc: den Chất liệu: mỏng Đúng hàng nhưng quá mỏng đúng là tiền nào của đó mọi người nên căn nhắc,negative,damaged_defective
"Màu sắc: đen Đúng với mô tả: đúng Chất liệu: vãi Hơi ngắn , chỉ tới cẳng tay, mấy bạn tay dài sẽ khó chịu, đeo vào có chút ngứa , giặt thì chắc đỡ ( tại ngứa quá nên đang bỏ qua 1 bên chưa giặt)",negative,damaged_defective
Đúng với mô tả: sai Màu sắc: trang Chất liệu: vai Vải mỏng như tờ giấy ý. Đeo cái này có mà bắt nắng hơn chứ chống nắng j. Ảo thật đó 10k mà như 1k chịu tjaayh,negative,wrong_missing_item
Đúng với mô tả: đúng Màu sắc: đen Chất liệu: vải Hàng mỏng đeo chưa nổi 1 ngày đã rách r chê nhé =)))),positive,no_issue
"Chất liệu: mỏng, dễ rách Đúng với mô tả: nhỏ hơn tưởng tượng Màu sắc: đen sản phẩm ko như mong đợi, nhỏ, mỏng, dễ rách",negative,damaged_defective
Đúng với mô tả: dùng được có mấy ngày là rách Chất liệu: ko hài lòng Màu sắc: ko giống,positive,no_issue
"Màu sắc: Bao tay mỏng dính và ngắn ngủn luôn.Quá thất vọng về sp, mua về nhưng ko sử dụng dc",negative,damaged_defective
Đúng với mô tả: hình ảnh chỉ mang tính chất nhận xu Chất liệu: mỏng quá,negative,material_comfort
dễ rách nhưng dùng tạm ổn,negative,damaged_defective
"viết tạm được nhưng không mượt, giá chát, sẽ không bao giờ mua lại",negative,damaged_defective
"Sản phẩm: Sản phẩm không như mô tả, Sản phẩm chất lượng kém, Hàng lỗi hoặc bị hư hỏng Không thích kiểu thiết kế của ngòi bút, còn tệ hơn loại 1-2k ở shop khác luôn á hả bác bạn có thể làm được gì cho mình hỏi thăm",negative,damaged_defective
"Sản phẩm: Sản phẩm chất lượng kém, Sản phẩm không như mô tả hình ảnh minh hoa. ủa alo s dc 1 cái bút v. 1 cái mà bán 12k ảo giá vvl xong lúc ấn thêm giỏ hàng cx k ghi cụ thể là bao nhiêu cái rất gà mờ nhé",negative,damaged_defective
Chất lượng sản phẩm: trời ơi thấy vọng thiệt chứ Đúng với mô tả: mong shop rep đánh giá Chưa lấy đc hàng Shipper ăn cắp hàng,negative,shipping_delivery
"bút đỏ viết không đẹp, mực ra đậm quá lâu khô nữa bút xanh đỡ hơn",negative,color_design
"Chất lượng sản phẩm: lỗi Đúng với mô tả: ko Sản phẩm: Sản phẩm không như mô tả, Hàng lỗi hoặc bị hư hỏng giao cho cái bút ngòi bị hỏng lên mình bỏ ra rồi cái bút có mấy nghìn lên th cũng chẳng thèm trả làm j🙂",negative,damaged_defective
"Giao thiếu hàng và sai luôn cả mẫu mã, shop uy tín mà không uy tín j cả, lần sau sẽ ko bao h quay lại shop này nữa",negative,wrong_missing_item
Chất lượng sản phẩm: có nhận dc đôu mờ Đúng với mô tả: hong bích tố cáo shipper lấy hàng của khách :((,negative,shipping_delivery
Đúng với mô tả: không đúng với mô tả trên ảnh shop là 1 hộp nhưng về chỉ là 1 cái mng nên chú ý khi mua hàng ạ,positive,packaging
Chất lượng sản phẩm: tệ Đúng với mô tả: không đúng với mô tả,negative,product_quality
"Cái bút mới về 1 ngày mà đứt cái ngòi luôn r má :))) k hiểu thế nào luôn, may là rẻ chứ k chắc tức chớt",negative,damaged_defective
Đúng với mô tả: tạm Chất lượng sản phẩm: tệ Ibyxrxtvubk8ubyctx527555ydrt hgyxxtyvubhnkbctv,negative,product_quality
Đúng với mô tả: không Ủa 1 hộp có 1 cây vạy ạ? Mua 5 hợp đc 5 cây 1 cây 10k à còn ship nữa Rất tệ,negative,packaging
Bút ngòi thì tắc mực dùng chán lắm k giải quyết đc thiếu hàng thiếu tièn cho mình shop lớn mà làm chán lắm không ra gì không đáng mua chê,negative,wrong_missing_item
Đúng với mô tả: ko Chất lượng sản phẩm: tệ Mực ko ra đều,negative,product_quality
"Chất lượng sản phẩm: khong tot Đúng với mô tả: bình thường Ngòi hay tắc mua năm cái tắc 3 rồi dùng gì nữa, hàng kém chất lượng thật sự lần sau sẽ không mua nữa",negative,damaged_defective
Chất lượng sản phẩm: đẹp nhưng đắt Đúng với mô tả: yessss Bút to hơi khó cầm viết k ra đều mực đã vậy còn bị nhem khi viết,negative,damaged_defective
vừa gai vừa tắc mực thất vọng,negative,no_issue
"Sản phẩm: Hàng lỗi hoặc bị hư hỏng Shop có dấu hiệu làm việc thiếu đạo đức, tiền thì thật mà sao cứ giao tào lao vậy? bút thì đặt 2 cây không cây nào có bọc đầu bút, lúc khui hàng còn thấy mực lem nhem và bị bấm lên để viết rồi, ghim ghi 200 cái nhưng thiếu 6 ghim nữa mới đủ 200. QUÁ THẤT VỌNG",negative,packaging
