review_id,column,old_value,new_value,review_text
729,issue_label,damaged_defective,material_comfort,như ảnh gối đẹp mềm mại giống mẫu mình lười quay video nên chỉ để lại nx vậy
730,sentiment_label,negative,positive,sản phẩm rất phù hợp với người khoa ngủ như tui
730,issue_label,damaged_defective,material_comfort,sản phẩm rất phù hợp với người khoa ngủ như tui
732,sentiment_label,negative,positive,goi chống mỏi vai gáy khá êm chat lieu mem chưa nằm lâu khônnh biết có ok không
732,issue_label,damaged_defective,material_comfort,goi chống mỏi vai gáy khá êm chat lieu mem chưa nằm lâu khônnh biết có ok không
743,sentiment_label,negative,neutral,shop giao hàng nhanh hàng đúng màu đúng mẫu gối hơi cao phần bông bên trong không có lớp lót nếu muốn vệ sinh gối thì cũng hơi bất tiện nhưng với giá này không đòi hỏi gì thêm cảm ơn shop
744,sentiment_label,negative,neutral,tốt hàng ok. giá rẻ. vỏ hơi không được như hình cho lắm. mỏng bí hơn
753,sentiment_label,neutral,positive,nằm siu thích luôn
753,issue_label,no_issue,material_comfort,nằm siu thích luôn
755,sentiment_label,negative,neutral,gối đẹp êm nhưng mình lắm gối cao thì hơi xẹp nha hợp với ai thích nằm gối thấp thôi ạ
767,sentiment_label,negative,positive,sản phẩm tốt như giới thiệu. hàng giao nhanh và đẹp. sẽ ủng hộ shop vào lần sau
767,issue_label,damaged_defective,product_quality,sản phẩm tốt như giới thiệu. hàng giao nhanh và đẹp. sẽ ủng hộ shop vào lần sau
807,sentiment_label,negative,positive,đèn led tốt thêm 41 ký tự và 1 hình ảnh và 1 video để nhận 200 xu. màu khá bàn phím khá đẹp nghe tiếng khá ổn nhưng không lắp được switch nên chỉ cho 4 sao thôi nhưng đổi lại gõ khá mượt đèn led đẹp xl mọi người chỉ có vid không có ảnh
807,issue_label,damaged_defective,color_design,đèn led tốt thêm 41 ký tự và 1 hình ảnh và 1 video để nhận 200 xu. màu khá bàn phím khá đẹp nghe tiếng khá ổn nhưng không lắp được switch nên chỉ cho 4 sao thôi nhưng đổi lại gõ khá mượt đèn led đẹp xl mọi người chỉ có vid không có ảnh
811,sentiment_label,negative,neutral,ngon nha nhưng không như tưởng tượng
826,sentiment_label,positive,negative,hoa hoc tốt giá đắt mặc dù đã khuyến mãi. khuyên các bạn ra aeon mà mua giá có 105k thôi mà k mất công chờ đợi j
827,sentiment_label,neutral,negative,"sản phẩm chất lượng kém, sản phẩm không như mô tả, sản phẩm giả mạo, hàng lỗi hoặc bị hư hỏng gi and her family have a great relationship with her family so"
827,issue_label,spam_irrelevant,product_quality,"sản phẩm chất lượng kém, sản phẩm không như mô tả, sản phẩm giả mạo, hàng lỗi hoặc bị hư hỏng gi and her family have a great relationship with her family so"
827,comment_type,spam_irrelevant,free_text_review,"sản phẩm chất lượng kém, sản phẩm không như mô tả, sản phẩm giả mạo, hàng lỗi hoặc bị hư hỏng gi and her family have a great relationship with her family so"
830,sentiment_label,neutral,negative,dong goi k cẩn thận. sơ sai k chong soc . vo ngoai hoi nhờn hhxbsn
830,issue_label,no_issue,packaging,dong goi k cẩn thận. sơ sai k chong soc . vo ngoai hoi nhờn hhxbsn
840,sentiment_label,neutral,negative,"để nhận hàng khuyến mại thì phải bấm lằng nhằng gì đó, đánh đố người mua. cuối cùng là không có hàng khuyến mại gì hết"
841,sentiment_label,neutral,negative,không có gửi kèm quà tặng là chai sữa tắm
845,sentiment_label,neutral,negative,không bọc chống sốc
847,sentiment_label,neutral,negative,đóng gói không bt kiểu gì đổ gần 400g xà phòng
848,sentiment_label,negative,positive,"shop giao hàng nhanh chóng, sản phẩm dùng tiện lợi, mùi hương dễ chịu"
848,issue_label,damaged_defective,product_quality,"shop giao hàng nhanh chóng, sản phẩm dùng tiện lợi, mùi hương dễ chịu"
850,sentiment_label,neutral,negative,giao hàng thiếu hủ tẩy da chết tặng
850,issue_label,shipping_delivery,wrong_missing_item,giao hàng thiếu hủ tẩy da chết tặng
853,sentiment_label,neutral,negative,đặt nước rửa tay mà giao sữa tắm
853,issue_label,no_issue,wrong_missing_item,đặt nước rửa tay mà giao sữa tắm
857,sentiment_label,neutral,negative,cục hàng khác chi gói rác k
857,issue_label,no_issue,packaging,cục hàng khác chi gói rác k
419,sentiment_label,neutral,negative,"hơi thất vọng vì chất lượng âm thanh khá xu. bật max loa mà nghe nhỏ xíu, lúc đầu mình tưởng do hết pin hay gì đó mà nghe nhỏ nhưng sau khi sạc đầy và test lại vài lần đều như vậy. chắc do mình mua lúc sản phẩm giảm giá hơi mạnh nên chất lượng cũng giảm chăng???"
468,sentiment_label,neutral,negative,"bàn phím bấm nút được nút không, thiết kế cách dùng của phím fn quá ngu. cái này nói thật để shop cải thiện"
484,sentiment_label,neutral,negative,không ngon bàn phím quá cứng anh em cân nhắc
492,sentiment_label,neutral,negative,nút bấm cứng
522,sentiment_label,neutral,negative,sản phẩm giả mạo không thể hoàn trả hàng
526,sentiment_label,neutral,negative,i don t like it
526,issue_label,spam_irrelevant,general_feedback,i don t like it
526,comment_type,spam_irrelevant,free_text_review,i don t like it
664,sentiment_label,negative,positive,sản phẩm ok như mô tả tặng shop5 sao sẽ tiếp tục ủng hộ shop
664,issue_label,damaged_defective,product_quality,sản phẩm ok như mô tả tặng shop5 sao sẽ tiếp tục ủng hộ shop
736,sentiment_label,neutral,positive,giao hàng nhân đung nhu quang cáo
747,sentiment_label,neutral,positive,vừa khớp đầu dễ vào giấc
797,sentiment_label,neutral,negative,good bàn phím không sáng
797,issue_label,no_issue,color_design,good bàn phím không sáng
800,sentiment_label,neutral,negative,mới dùng 1 thời gian mà mờ chữ trên bàn phím rồi
800,issue_label,no_issue,product_quality,mới dùng 1 thời gian mà mờ chữ trên bàn phím rồi
804,sentiment_label,neutral,negative,cảm giác bấm k chắc tay lắm ạ
804,issue_label,price_value,product_quality,cảm giác bấm k chắc tay lắm ạ
